algo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello,timingWriteKEMCiphertext
P256_Kyber512,427.137182,0.014153,0.157591,0.014153
P256_Kyber512,425.870507,0.016869,0.163676,0.016869
P256_Kyber512,427.316458,0.018140,0.167914,0.018140
P256_Kyber512,426.775442,0.017488,0.157577,0.017488
P256_Kyber512,426.429031,0.012475,0.161814,0.012475
P256_Kyber512,426.718004,0.015394,0.168080,0.015394
P256_Kyber512,426.948623,0.013217,0.159019,0.013217
P256_Kyber512,427.401682,0.014426,0.159528,0.014426
P256_Kyber512,426.618152,0.012855,0.162134,0.012855
P256_Kyber512,427.075915,0.012515,0.162149,0.012515
P256_Kyber512,427.718155,0.013540,0.180624,0.013540
P256_Kyber512,426.820161,0.014253,0.185968,0.014253
P256_Kyber512,427.049164,0.012606,0.169363,0.012606
P256_Kyber512,427.094631,0.015082,0.183839,0.015082
P256_Kyber512,426.363684,0.014426,0.178744,0.014426
P256_Kyber512,426.633920,0.015880,0.179534,0.015880
P256_Kyber512,427.085736,0.020064,0.171556,0.020064
P256_Kyber512,426.766884,0.015040,0.189822,0.015040
P256_Kyber512,427.029302,0.010989,0.161068,0.010989
P256_Kyber512,428.474354,0.016324,0.164341,0.016324
P256_Kyber512,428.066475,0.010747,0.178757,0.010747
P256_Kyber512,427.076171,0.010511,0.169658,0.010511
P256_Kyber512,427.668856,0.016270,0.180682,0.016270
P256_Kyber512,425.822751,0.015238,0.206118,0.015238
P256_Kyber512,426.277214,0.015171,0.166848,0.015171
P256_Kyber512,427.277926,0.015137,0.165569,0.015137
P256_Kyber512,426.470389,0.016846,0.158207,0.016846
P256_Kyber512,425.870416,0.013917,0.158452,0.013917
P256_Kyber512,427.365077,0.014679,0.175993,0.014679
P256_Kyber512,426.936882,0.016829,0.152906,0.016829
P256_Kyber512,427.963705,0.014836,0.153051,0.014836
P256_Kyber512,426.178430,0.013035,0.160851,0.013035
P256_Kyber512,427.007717,0.013052,0.163181,0.013052
P256_Kyber512,427.074326,0.026327,0.196490,0.026327
P256_Kyber512,426.993119,0.019612,0.160621,0.019612
P256_Kyber512,427.007807,0.019461,0.237783,0.019461
P256_Kyber512,426.740233,0.011903,0.160196,0.011903
P256_Kyber512,427.775810,0.017348,0.163571,0.017348
P256_Kyber512,427.875395,0.018240,0.162112,0.018240
P256_Kyber512,425.759946,0.016414,0.196503,0.016414
P256_Kyber512,426.206870,0.018096,0.200233,0.018096
P256_Kyber512,426.389918,0.016635,0.189939,0.016635
P256_Kyber512,427.891003,0.014894,0.239120,0.014894
P256_Kyber512,427.138643,0.017638,0.192335,0.017638
P256_Kyber512,426.964569,0.011754,0.183873,0.011754
P256_Kyber512,428.857201,0.017163,0.167995,0.017163
P256_Kyber512,426.428944,0.016717,0.211926,0.016717
P256_Kyber512,427.608962,0.014686,0.170246,0.014686
P256_Kyber512,426.884945,0.015708,0.180128,0.015708
P256_Kyber512,425.735875,0.016089,0.161767,0.016089
P256_Kyber512,426.683570,0.014818,0.161954,0.014818
P256_Kyber512,425.741752,0.017524,0.155423,0.017524
P256_Kyber512,427.062489,0.012864,0.149518,0.012864
P256_Kyber512,426.732682,0.015823,0.153850,0.015823
P256_Kyber512,427.175718,0.014430,0.266261,0.014430
P256_Kyber512,431.723212,0.013050,0.146989,0.013050
P256_Kyber512,427.759136,0.017882,0.159083,0.017882
P256_Kyber512,427.143893,0.014400,0.168670,0.014400
P256_Kyber512,426.870111,0.015352,0.187640,0.015352
P256_Kyber512,427.803175,0.015903,0.168061,0.015903
P256_Kyber512,425.822632,0.016839,0.167964,0.016839
P256_Kyber512,427.396081,0.014000,0.147069,0.014000
P256_Kyber512,426.809109,0.012896,0.154818,0.012896
P256_Kyber512,427.083761,0.018124,0.162888,0.018124
P256_Kyber512,427.648994,0.018136,0.180711,0.018136
P256_Kyber512,427.297631,0.016623,0.151937,0.016623
P256_Kyber512,427.008023,0.014953,0.167032,0.014953
P256_Kyber512,427.241632,0.017886,0.175646,0.017886
P256_Kyber512,427.261064,0.016981,0.148209,0.016981
P256_Kyber512,428.143465,0.015511,0.300972,0.015511
P256_Kyber512,426.157001,0.009943,0.149258,0.009943
P256_Kyber512,427.632143,0.013739,0.163798,0.013739
P256_Kyber512,426.067927,0.016731,0.166036,0.016731
P256_Kyber512,426.846946,0.017651,0.149248,0.017651
P256_Kyber512,426.811744,0.017362,0.170322,0.017362
P256_Kyber512,426.624740,0.013007,0.152565,0.013007
P256_Kyber512,426.299840,0.013282,0.165482,0.013282
P256_Kyber512,426.984069,0.017836,0.161169,0.017836
P256_Kyber512,426.468386,0.013704,0.170948,0.013704
P256_Kyber512,426.838469,0.015468,0.157074,0.015468
P256_Kyber512,426.159918,0.018202,0.170622,0.018202
P256_Kyber512,426.667977,0.016143,0.154643,0.016143
P256_Kyber512,426.695338,0.017845,0.163239,0.017845
P256_Kyber512,427.174977,0.017666,0.160235,0.017666
P256_Kyber512,426.907191,0.010587,0.159189,0.010587
P256_Kyber512,427.116295,0.016411,0.164531,0.016411
P256_Kyber512,427.089783,0.015510,0.229688,0.015510
P256_Kyber512,426.979742,0.016109,0.163286,0.016109
P256_Kyber512,426.949691,0.017875,0.156732,0.017875
P256_Kyber512,425.846510,0.017211,0.167382,0.017211
P256_Kyber512,426.311221,0.014968,0.160433,0.014968
P256_Kyber512,427.335358,0.021362,0.163289,0.021362
P256_Kyber512,427.210156,0.015082,0.186148,0.015082
P256_Kyber512,427.124820,0.010091,0.197611,0.010091
P256_Kyber512,427.987005,0.010798,0.167076,0.010798
P256_Kyber512,426.050991,0.016207,0.179708,0.016207
P256_Kyber512,431.401633,0.016002,0.158867,0.016002
P256_Kyber512,426.609095,0.016774,0.195884,0.016774
P256_Kyber512,427.588785,0.018110,0.164241,0.018110
P256_Kyber512,427.096649,0.013716,0.161680,0.013716
P256_Kyber512,426.344346,0.017644,0.171343,0.017644
P256_Kyber512,427.187748,0.017044,0.155983,0.017044
P256_Kyber512,426.297174,0.013394,0.150651,0.013394
P256_Kyber512,426.329153,0.015282,0.168632,0.015282
P256_Kyber512,427.075273,0.014673,0.157152,0.014673
P256_Kyber512,428.142878,0.016298,0.221327,0.016298
P256_Kyber512,427.060245,0.016527,0.206138,0.016527
P256_Kyber512,426.768665,0.013868,0.164004,0.013868
P256_Kyber512,426.675489,0.013304,0.161793,0.013304
P256_Kyber512,427.228123,0.016874,0.167202,0.016874
P256_Kyber512,427.079541,0.016900,0.194891,0.016900
P256_Kyber512,428.098930,0.015365,0.169004,0.015365
P256_Kyber512,427.357658,0.016959,0.175069,0.016959
P256_Kyber512,425.843284,0.016866,0.157155,0.016866
P256_Kyber512,426.379281,0.014653,0.150208,0.014653
P256_Kyber512,426.394208,0.012267,0.166022,0.012267
P256_Kyber512,427.051305,0.015687,0.194481,0.015687
P256_Kyber512,427.067666,0.015696,0.155896,0.015696
P256_Kyber512,427.467260,0.014991,0.215166,0.014991
P256_Kyber512,428.213204,0.010672,0.176925,0.010672
P256_Kyber512,429.011988,0.013356,0.155940,0.013356
P256_Kyber512,427.821455,0.012880,0.183159,0.012880
P256_Kyber512,426.980837,0.012648,0.181172,0.012648
P256_Kyber512,426.846047,0.016076,0.179625,0.016076
P256_Kyber512,426.943481,0.014667,0.154061,0.014667
P256_Kyber512,426.895766,0.015210,0.166803,0.015210
P256_Kyber512,426.456942,0.014575,0.153198,0.014575
P256_Kyber512,426.646674,0.011845,0.163869,0.011845
P256_Kyber512,426.817601,0.013740,0.167502,0.013740
P256_Kyber512,427.014009,0.014307,0.167436,0.014307
P256_Kyber512,427.221181,0.015804,0.187477,0.015804
P256_Kyber512,427.075097,0.019057,0.171430,0.019057
P256_Kyber512,425.844734,0.012768,0.166001,0.012768
P256_Kyber512,425.987684,0.017010,0.201027,0.017010
P256_Kyber512,426.158486,0.017634,0.170025,0.017634
P256_Kyber512,426.961603,0.016410,0.169143,0.016410
P256_Kyber512,427.235567,0.012716,0.167673,0.012716
P256_Kyber512,426.723714,0.016358,0.165087,0.016358
P256_Kyber512,426.305639,0.018040,0.160833,0.018040
P256_Kyber512,426.091120,0.017391,0.168042,0.017391
P256_Kyber512,426.178250,0.010030,0.168856,0.010030
P256_Kyber512,426.964087,0.009838,0.172704,0.009838
P256_Kyber512,426.957097,0.017322,0.175207,0.017322
P256_Kyber512,425.880632,0.011344,0.177414,0.011344
P256_Kyber512,427.786782,0.012366,0.156091,0.012366
P256_Kyber512,426.473119,0.014705,0.177170,0.014705
P256_Kyber512,426.340866,0.015557,0.180551,0.015557
P256_Kyber512,426.546332,0.019010,0.186765,0.019010
P256_Kyber512,426.994269,0.012807,0.151784,0.012807
P256_Kyber512,426.786289,0.014207,0.147055,0.014207
P256_Kyber512,426.800133,0.014777,0.158139,0.014777
P256_Kyber512,426.866442,0.014317,0.154782,0.014317
P256_Kyber512,426.011147,0.018025,0.162063,0.018025
P256_Kyber512,427.670056,0.014535,0.196539,0.014535
P256_Kyber512,427.045211,0.016111,0.154260,0.016111
P256_Kyber512,426.928077,0.018413,0.156103,0.018413
P256_Kyber512,427.009623,0.015477,0.159459,0.015477
P256_Kyber512,426.722272,0.018068,0.177427,0.018068
P256_Kyber512,426.753325,0.017808,0.184745,0.017808
P256_Kyber512,426.067915,0.012419,0.164779,0.012419
P256_Kyber512,426.189655,0.017983,0.153011,0.017983
P256_Kyber512,426.984258,0.014686,0.170686,0.014686
P256_Kyber512,426.213323,0.012724,0.175397,0.012724
P256_Kyber512,427.211337,0.014134,0.159779,0.014134
P256_Kyber512,428.212880,0.015518,0.158047,0.015518
P256_Kyber512,427.852562,0.014230,0.191501,0.014230
P256_Kyber512,425.972001,0.015093,0.152273,0.015093
P256_Kyber512,428.036671,0.014823,0.155226,0.014823
P256_Kyber512,427.431485,0.017249,0.181191,0.017249
P256_Kyber512,426.094856,0.012905,0.156802,0.012905
P256_Kyber512,427.100190,0.015276,0.157259,0.015276
P256_Kyber512,425.968944,0.016863,0.158977,0.016863
P256_Kyber512,425.885252,0.016744,0.157236,0.016744
P256_Kyber512,426.731993,0.014190,0.169658,0.014190
P256_Kyber512,426.026699,0.016874,0.174757,0.016874
P256_Kyber512,426.604571,0.012888,0.168738,0.012888
P256_Kyber512,427.440498,0.014082,0.220440,0.014082
P256_Kyber512,427.045246,0.017227,0.184475,0.017227
P256_Kyber512,427.184463,0.013119,0.168522,0.013119
P256_Kyber512,426.774533,0.015373,0.160240,0.015373
P256_Kyber512,427.503753,0.010757,0.159317,0.010757
P256_Kyber512,426.079635,0.017695,0.168230,0.017695
P256_Kyber512,427.693404,0.016117,0.160110,0.016117
P256_Kyber512,427.867738,0.017819,0.213713,0.017819
P256_Kyber512,427.546081,0.013315,0.255477,0.013315
P256_Kyber512,426.093802,0.018698,0.156691,0.018698
P256_Kyber512,426.606047,0.017264,0.153601,0.017264
P256_Kyber512,426.094777,0.017474,0.146706,0.017474
P256_Kyber512,425.960043,0.013858,0.157443,0.013858
P256_Kyber512,426.193505,0.015832,0.192040,0.015832
P256_Kyber512,426.683309,0.013329,0.186613,0.013329
P256_Kyber512,426.263289,0.012208,0.190255,0.012208
P256_Kyber512,426.220528,0.016693,0.161417,0.016693
P256_Kyber512,427.391429,0.017000,0.312185,0.017000
P256_Kyber512,427.372461,0.013339,0.179590,0.013339
P256_Kyber512,426.712963,0.017183,0.179472,0.017183
P256_Kyber512,426.970708,0.013545,0.162887,0.013545
P256_Kyber512,427.031467,0.020659,0.163315,0.020659
P256_Kyber512,427.054144,0.016107,0.157093,0.016107
P256_Kyber512,425.819003,0.016315,0.163784,0.016315
P256_Kyber512,425.773694,0.012670,0.166872,0.012670
P256_Kyber512,426.716999,0.012823,0.188065,0.012823
P256_Kyber512,426.578667,0.016023,0.160775,0.016023
P256_Kyber512,427.685434,0.018235,0.162574,0.018235
P256_Kyber512,427.075705,0.015470,0.162437,0.015470
P256_Kyber512,426.830271,0.015146,0.169480,0.015146
P256_Kyber512,427.432287,0.013497,0.198574,0.013497
P256_Kyber512,427.763238,0.012603,0.165067,0.012603
P256_Kyber512,426.874383,0.015190,0.163201,0.015190
P256_Kyber512,426.894621,0.014085,0.175260,0.014085
P256_Kyber512,426.253116,0.013628,0.167160,0.013628
P256_Kyber512,427.034425,0.014998,0.154187,0.014998
P256_Kyber512,426.234878,0.014877,0.260669,0.014877
P256_Kyber512,427.097978,0.014646,0.159593,0.014646
P256_Kyber512,427.185017,0.011737,0.158907,0.011737
P256_Kyber512,426.404333,0.016114,0.159901,0.016114
P256_Kyber512,427.243997,0.016134,0.185216,0.016134
P256_Kyber512,427.607808,0.032531,0.467337,0.032531
P256_Kyber512,428.324159,0.015722,0.152657,0.015722
P256_Kyber512,427.223629,0.017857,0.154359,0.017857
P256_Kyber512,425.732778,0.013814,0.155856,0.013814
P256_Kyber512,425.924437,0.012413,0.153126,0.012413
P256_Kyber512,425.890083,0.013791,0.150689,0.013791
P256_Kyber512,426.241273,0.026070,0.142037,0.026070
P256_Kyber512,427.281019,0.014215,0.166323,0.014215
P256_Kyber512,426.882131,0.013515,0.150690,0.013515
P256_Kyber512,426.660147,0.017145,0.178510,0.017145
P256_Kyber512,426.814416,0.016677,0.169176,0.016677
P256_Kyber512,427.677951,0.013769,0.173010,0.013769
P256_Kyber512,426.730001,0.012852,0.157690,0.012852
P256_Kyber512,426.927997,0.015830,0.153157,0.015830
P256_Kyber512,426.283605,0.017208,0.159581,0.017208
P256_Kyber512,425.873447,0.019256,0.165584,0.019256
P256_Kyber512,427.830357,0.013317,0.174294,0.013317
P256_Kyber512,427.215103,0.018238,0.154179,0.018238
P256_Kyber512,426.834514,0.014839,0.163673,0.014839
P256_Kyber512,427.184926,0.012461,0.164101,0.012461
P256_Kyber512,426.249098,0.010456,0.162404,0.010456
P256_Kyber512,426.472971,0.016787,0.175137,0.016787
P256_Kyber512,426.604884,0.014176,0.247698,0.014176
P256_Kyber512,426.792975,0.016151,0.387892,0.016151
P256_Kyber512,427.820117,0.012507,0.230198,0.012507
P256_Kyber512,425.868657,0.014202,0.182388,0.014202
P256_Kyber512,428.190004,0.016142,0.153507,0.016142
P256_Kyber512,426.006778,0.016170,0.174204,0.016170
P256_Kyber512,426.102837,0.010725,0.150109,0.010725
P256_Kyber512,426.934337,0.018774,0.158055,0.018774
P256_Kyber512,427.268366,0.013597,0.248452,0.013597
P256_Kyber512,427.933853,0.013238,0.160304,0.013238
P256_Kyber512,427.584123,0.014939,0.176554,0.014939
P256_Kyber512,426.281764,0.015026,0.169924,0.015026
P256_Kyber512,426.717215,0.016820,0.163823,0.016820
P256_Kyber512,426.765414,0.018341,0.173593,0.018341
P256_Kyber512,427.116333,0.012323,0.159536,0.012323
P256_Kyber512,427.766813,0.013710,0.150658,0.013710
P256_Kyber512,427.899053,0.017325,0.159071,0.017325
P256_Kyber512,426.856528,0.015258,0.153595,0.015258
P256_Kyber512,428.128694,0.012981,0.164517,0.012981
P256_Kyber512,427.959481,0.021251,0.190214,0.021251
P256_Kyber512,427.197701,0.016430,0.152633,0.016430
P256_Kyber512,427.878328,0.016214,0.192088,0.016214
P256_Kyber512,427.089023,0.010719,0.204363,0.010719
P256_Kyber512,427.229370,0.019006,0.176515,0.019006
P256_Kyber512,427.783503,0.012104,0.184599,0.012104
P256_Kyber512,426.123694,0.011645,0.170914,0.011645
P256_Kyber512,427.037211,0.017882,0.163131,0.017882
P256_Kyber512,427.210981,0.017843,0.148598,0.017843
P256_Kyber512,427.894541,0.018363,0.159175,0.018363
P256_Kyber512,426.849953,0.015611,0.149697,0.015611
P256_Kyber512,426.125112,0.012933,0.163860,0.012933
P256_Kyber512,426.938036,0.013213,0.167458,0.013213
P256_Kyber512,425.994978,0.038687,0.160766,0.038687
P256_Kyber512,428.103174,0.014256,0.177381,0.014256
P256_Kyber512,427.805790,0.017896,0.169105,0.017896
P256_Kyber512,426.844511,0.013413,0.160458,0.013413
P256_Kyber512,425.917151,0.016891,0.163293,0.016891
P256_Kyber512,427.068761,0.015424,0.193688,0.015424
P256_Kyber512,427.249558,0.015888,0.161798,0.015888
P256_Kyber512,427.294671,0.019264,0.158527,0.019264
P256_Kyber512,426.221596,0.021913,0.172332,0.021913
P256_Kyber512,427.849896,0.017192,0.157103,0.017192
P256_Kyber512,426.107949,0.018727,0.159931,0.018727
P256_Kyber512,426.138731,0.014508,0.229466,0.014508
P256_Kyber512,426.455954,0.018652,0.182662,0.018652
P256_Kyber512,426.399223,0.015839,0.174300,0.015839
P256_Kyber512,427.952048,0.017947,0.188632,0.017947
P256_Kyber512,427.629035,0.010797,0.174001,0.010797
P256_Kyber512,427.597626,0.015800,0.145397,0.015800
P256_Kyber512,427.297876,0.016158,0.174288,0.016158
P256_Kyber512,426.373596,0.015073,0.162556,0.015073
P256_Kyber512,427.668474,0.014038,0.190664,0.014038
P256_Kyber512,425.761748,0.013764,0.165900,0.013764
P256_Kyber512,426.459269,0.019045,0.157451,0.019045
P256_Kyber512,426.204306,0.015689,0.170659,0.015689
P256_Kyber512,425.861302,0.013346,0.156518,0.013346
P256_Kyber512,427.089342,0.014648,0.177381,0.014648
P256_Kyber512,427.943837,0.013857,0.168437,0.013857
P256_Kyber512,426.045195,0.014855,0.219114,0.014855
P256_Kyber512,427.904520,0.018900,0.164293,0.018900
P256_Kyber512,426.708814,0.013805,0.147614,0.013805
P256_Kyber512,426.701742,0.017617,0.153368,0.017617
P256_Kyber512,426.545413,0.013159,0.163161,0.013159
P256_Kyber512,427.613170,0.015007,0.164235,0.015007
P256_Kyber512,426.216996,0.014145,0.165595,0.014145
P256_Kyber512,427.358556,0.015970,0.169615,0.015970
P256_Kyber512,426.935416,0.041996,0.155741,0.041996
P256_Kyber512,426.340104,0.017305,0.168076,0.017305
P256_Kyber512,427.223763,0.016805,0.157872,0.016805
P256_Kyber512,427.056506,0.010481,0.151708,0.010481
P256_Kyber512,427.023913,0.017801,0.175882,0.017801
P256_Kyber512,427.462070,0.017350,0.254486,0.017350
P256_Kyber512,427.271624,0.011818,0.156553,0.011818
P256_Kyber512,427.848615,0.013451,0.165754,0.013451
P256_Kyber512,425.875811,0.017139,0.166685,0.017139
P256_Kyber512,426.263410,0.015010,0.167617,0.015010
P256_Kyber512,427.738127,0.013713,0.160763,0.013713
P256_Kyber512,426.570509,0.014202,0.166405,0.014202
P256_Kyber512,432.733165,0.020504,0.146154,0.020504
P256_Kyber512,427.963144,0.012909,0.156245,0.012909
P256_Kyber512,428.094034,0.013208,0.161834,0.013208
P256_Kyber512,427.077487,0.017294,0.169317,0.017294
P256_Kyber512,425.970188,0.016349,0.160380,0.016349
P256_Kyber512,427.210656,0.013387,0.157075,0.013387
P256_Kyber512,425.940969,0.015746,0.173787,0.015746
P256_Kyber512,427.162928,0.014524,0.187035,0.014524
P256_Kyber512,427.215912,0.016542,0.169635,0.016542
P256_Kyber512,426.684527,0.013740,0.171584,0.013740
P256_Kyber512,427.337322,0.010628,0.176732,0.010628
P256_Kyber512,426.161729,0.015765,0.167299,0.015765
P256_Kyber512,427.979556,0.016013,0.168181,0.016013
P256_Kyber512,426.357347,0.012415,0.205434,0.012415
P256_Kyber512,426.503462,0.017233,0.193024,0.017233
P256_Kyber512,426.574241,0.024212,0.180309,0.024212
P256_Kyber512,426.988172,0.019163,0.172105,0.019163
P256_Kyber512,427.254990,0.010721,0.177798,0.010721
P256_Kyber512,426.539041,0.011529,0.200552,0.011529
P256_Kyber512,427.781847,0.011491,0.597792,0.011491
P256_Kyber512,427.304724,0.015556,0.164781,0.015556
P256_Kyber512,427.429355,0.011928,0.159031,0.011928
P256_Kyber512,427.424200,0.010586,0.187985,0.010586
P256_Kyber512,427.025303,0.016500,0.157597,0.016500
P256_Kyber512,426.901669,0.015057,0.153025,0.015057
P256_Kyber512,427.663142,0.019638,0.167765,0.019638
P256_Kyber512,427.595498,0.015923,0.162434,0.015923
P256_Kyber512,425.884972,0.012508,0.191723,0.012508
P256_Kyber512,427.136735,0.015168,0.185544,0.015168
P256_Kyber512,427.411753,0.013937,0.164478,0.013937
P256_Kyber512,428.170805,0.012732,0.169074,0.012732
P256_Kyber512,428.107472,0.013868,0.193892,0.013868
P256_Kyber512,427.273042,0.015782,0.173870,0.015782
P256_Kyber512,427.132098,0.016612,0.230864,0.016612
P256_Kyber512,425.956461,0.012903,0.176500,0.012903
P256_Kyber512,427.824967,0.018838,0.159612,0.018838
P256_Kyber512,426.898551,0.015497,0.178741,0.015497
P256_Kyber512,427.316050,0.012201,0.173534,0.012201
P256_Kyber512,427.381622,0.013627,0.162037,0.013627
P256_Kyber512,427.333061,0.017922,0.175607,0.017922
P256_Kyber512,427.293727,0.013880,0.168766,0.013880
P256_Kyber512,427.149398,0.010906,0.193976,0.010906
P256_Kyber512,428.051002,0.013883,0.187476,0.013883
P256_Kyber512,427.608939,0.016310,0.158247,0.016310
P256_Kyber512,426.989655,0.014946,0.167818,0.014946
P256_Kyber512,426.341469,0.015788,0.183544,0.015788
P256_Kyber512,426.516180,0.015682,0.181301,0.015682
P256_Kyber512,427.089866,0.015149,0.193217,0.015149
P256_Kyber512,428.070157,0.012987,0.174703,0.012987
P256_Kyber512,427.121587,0.017071,0.171680,0.017071
P256_Kyber512,427.182910,0.011766,0.159650,0.011766
P256_Kyber512,426.077031,0.015240,0.164812,0.015240
P256_Kyber512,426.976669,0.014563,0.164474,0.014563
P256_Kyber512,426.381500,0.014715,0.157554,0.014715
P256_Kyber512,426.037350,0.014743,0.170656,0.014743
P256_Kyber512,426.374814,0.013848,0.172470,0.013848
P256_Kyber512,426.079295,0.014535,0.164967,0.014535
P256_Kyber512,427.099861,0.018139,0.153903,0.018139
P256_Kyber512,427.269075,0.012483,0.157061,0.012483
P256_Kyber512,427.339853,0.013356,0.164718,0.013356
P256_Kyber512,425.963708,0.017289,0.165476,0.017289
P256_Kyber512,428.271134,0.015208,0.185662,0.015208
P256_Kyber512,432.530457,0.011933,0.192957,0.011933
P256_Kyber512,427.130617,0.010709,0.185254,0.010709
P256_Kyber512,427.315259,0.014864,0.161276,0.014864
P256_Kyber512,428.251334,0.015224,0.204146,0.015224
P256_Kyber512,425.807189,0.013856,0.197479,0.013856
P256_Kyber512,427.056955,0.011217,0.164044,0.011217
P256_Kyber512,426.713213,0.012456,0.181546,0.012456
P256_Kyber512,427.835027,0.015791,0.177390,0.015791
P256_Kyber512,426.870074,0.015011,0.196308,0.015011
P256_Kyber512,427.603386,0.016211,0.180544,0.016211
P256_Kyber512,426.971974,0.016807,0.154908,0.016807
P256_Kyber512,427.837208,0.018190,0.175006,0.018190
P256_Kyber512,427.037774,0.011404,0.164848,0.011404
P256_Kyber512,428.114509,0.012382,0.165690,0.012382
P256_Kyber512,426.977058,0.011190,0.165674,0.011190
P256_Kyber512,427.469971,0.019682,0.166912,0.019682
P256_Kyber512,427.076199,0.013127,0.163448,0.013127
P256_Kyber512,427.315542,0.014175,0.192746,0.014175
P256_Kyber512,426.854218,0.013608,0.154262,0.013608
P256_Kyber512,426.619524,0.018301,0.157699,0.018301
P256_Kyber512,426.017977,0.014016,0.178180,0.014016
P256_Kyber512,426.682224,0.012757,0.159634,0.012757
P256_Kyber512,428.055788,0.013627,0.170788,0.013627
P256_Kyber512,425.957206,0.013345,0.177826,0.013345
P256_Kyber512,425.852962,0.012842,0.162379,0.012842
P256_Kyber512,427.215463,0.016822,0.175330,0.016822
P256_Kyber512,426.750123,0.011946,0.233513,0.011946
P256_Kyber512,427.413741,0.016789,0.192663,0.016789
P256_Kyber512,427.419018,0.011649,0.195117,0.011649
P256_Kyber512,426.908805,0.016803,0.194657,0.016803
P256_Kyber512,426.724687,0.011474,0.185327,0.011474
P256_Kyber512,427.587311,0.016552,0.162636,0.016552
P256_Kyber512,427.265750,0.097758,0.175873,0.097758
P256_Kyber512,427.284307,0.038957,0.187617,0.038957
P256_Kyber512,426.729877,0.014809,0.171854,0.014809
P256_Kyber512,426.705486,0.014029,0.164934,0.014029
P256_Kyber512,427.826494,0.015462,0.161779,0.015462
P256_Kyber512,428.232285,0.015200,0.184314,0.015200
P256_Kyber512,427.430333,0.013070,0.155084,0.013070
P256_Kyber512,428.188624,0.013639,0.155238,0.013639
P256_Kyber512,428.003691,0.017112,0.177367,0.017112
P256_Kyber512,426.896401,0.018752,0.178247,0.018752
P256_Kyber512,426.666116,0.012979,0.176492,0.012979
P256_Kyber512,426.228641,0.017397,0.173540,0.017397
P256_Kyber512,426.419889,0.018252,0.159062,0.018252
P256_Kyber512,426.293882,0.015417,0.172020,0.015417
P256_Kyber512,427.618945,0.014604,0.191303,0.014604
P256_Kyber512,427.139577,0.014853,0.166879,0.014853
P256_Kyber512,426.129962,0.015617,0.150806,0.015617
P256_Kyber512,428.251817,0.016871,0.170275,0.016871
P256_Kyber512,427.992640,0.018157,0.168216,0.018157
P256_Kyber512,426.147326,0.021507,0.165506,0.021507
P256_Kyber512,425.876538,0.017045,0.177646,0.017045
P256_Kyber512,428.030867,0.015948,0.174432,0.015948
P256_Kyber512,428.103449,0.011259,0.151526,0.011259
P256_Kyber512,427.015264,0.011907,0.191312,0.011907
P256_Kyber512,428.063613,0.022585,0.162755,0.022585
P256_Kyber512,428.469381,0.017675,0.155092,0.017675
P256_Kyber512,426.982160,0.011419,0.173606,0.011419
P256_Kyber512,427.057991,0.013697,0.159435,0.013697
P256_Kyber512,428.451328,0.016858,0.160243,0.016858
P256_Kyber512,427.637842,0.017741,0.167190,0.017741
P256_Kyber512,427.568731,0.016396,0.164092,0.016396
P256_Kyber512,426.884689,0.017852,0.174691,0.017852
P256_Kyber512,425.910424,0.015016,0.140954,0.015016
P256_Kyber512,426.086978,0.014999,0.156213,0.014999
P256_Kyber512,427.717164,0.010756,0.155445,0.010756
P256_Kyber512,426.415407,0.016774,0.163379,0.016774
P256_Kyber512,427.409971,0.017251,0.175812,0.017251
P256_Kyber512,426.291906,0.010583,0.182060,0.010583
P256_Kyber512,426.194860,0.013192,0.166154,0.013192
P256_Kyber512,427.261744,0.013562,0.181921,0.013562
P256_Kyber512,427.051492,0.013067,0.168544,0.013067
P256_Kyber512,426.479188,0.014390,0.161366,0.014390
P256_Kyber512,426.911818,0.016276,0.162926,0.016276
P256_Kyber512,427.585677,0.012483,0.168548,0.012483
P256_Kyber512,426.889574,0.015422,0.160937,0.015422
P256_Kyber512,426.672074,0.015546,0.186586,0.015546
P256_Kyber512,427.014540,0.016473,0.184382,0.016473
P256_Kyber512,427.329784,0.015053,0.173195,0.015053
P256_Kyber512,427.411635,0.017113,0.199857,0.017113
P256_Kyber512,428.140127,0.014492,0.168635,0.014492
P256_Kyber512,427.303063,0.040506,0.175076,0.040506
P256_Kyber512,427.160695,0.017931,0.158989,0.017931
P256_Kyber512,427.060055,0.016469,0.153723,0.016469
P256_Kyber512,426.267698,0.012908,0.164489,0.012908
P256_Kyber512,427.097441,0.019002,0.159478,0.019002
P256_Kyber512,427.113093,0.016594,0.214155,0.016594
P256_Kyber512,426.746771,0.013137,0.166369,0.013137
P256_Kyber512,427.294573,0.014100,0.155796,0.014100
P256_Kyber512,428.299868,0.015585,0.243222,0.015585
P256_Kyber512,426.205660,0.014221,0.177120,0.014221
P256_Kyber512,430.829273,0.013764,0.159815,0.013764
P256_Kyber512,427.716453,0.014169,0.202473,0.014169
P256_Kyber512,426.020816,0.015764,0.166300,0.015764
P256_Kyber512,427.587745,0.015100,0.155504,0.015100
P256_Kyber512,427.076563,0.012667,0.159746,0.012667
P256_Kyber512,426.838060,0.014179,0.162327,0.014179
P256_Kyber512,426.747492,0.018424,0.172014,0.018424
P256_Kyber512,426.635973,0.018668,0.175051,0.018668
P256_Kyber512,426.911218,0.016310,0.165171,0.016310
P256_Kyber512,428.421855,0.012770,0.291777,0.012770
