algo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello,timingWriteKEMCiphertext
Kyber1024,1127.959783,0.011925,0.163092,0.011925
Kyber1024,1127.551640,0.014301,0.146958,0.014301
Kyber1024,1127.386160,0.015167,0.142169,0.015167
Kyber1024,1128.113052,0.020815,0.161027,0.020815
Kyber1024,1129.969195,0.015203,0.168232,0.015203
Kyber1024,1125.515907,0.019706,0.162363,0.019706
Kyber1024,1125.090392,0.016115,0.195773,0.016115
Kyber1024,1501.808088,0.018465,0.143469,0.018465
Kyber1024,1128.137253,0.013942,0.143248,0.013942
Kyber1024,1125.518925,0.012819,0.155869,0.012819
Kyber1024,1128.229716,0.016348,0.153272,0.016348
Kyber1024,1132.072200,0.011354,0.144918,0.011354
Kyber1024,1127.786498,0.016410,0.147454,0.016410
Kyber1024,1124.666105,0.016262,0.162636,0.016262
Kyber1024,1124.970266,0.017012,0.205605,0.017012
Kyber1024,1127.554458,0.011992,0.143421,0.011992
Kyber1024,1129.137153,0.013675,0.142510,0.013675
Kyber1024,1123.117755,0.020070,0.163788,0.020070
Kyber1024,1125.647653,0.014611,0.163260,0.014611
Kyber1024,1126.197407,0.014347,0.150738,0.014347
Kyber1024,1125.202398,0.011163,0.164033,0.011163
Kyber1024,1127.806871,0.016544,0.148189,0.016544
Kyber1024,1127.999952,0.013217,0.149374,0.013217
Kyber1024,1138.368843,0.014500,0.173253,0.014500
Kyber1024,1125.790430,0.030059,0.153679,0.030059
Kyber1024,1126.989055,0.011129,0.186457,0.011129
Kyber1024,1131.235115,0.015352,0.150935,0.015352
Kyber1024,1126.810017,0.012889,0.156975,0.012889
Kyber1024,1125.321342,0.028656,0.151552,0.028656
Kyber1024,1136.698964,0.013638,0.187980,0.013638
Kyber1024,1124.759139,0.021218,0.187859,0.021218
Kyber1024,1123.616932,0.014257,0.161553,0.014257
Kyber1024,1128.600151,0.016816,0.147731,0.016816
Kyber1024,1128.047791,0.014819,0.151817,0.014819
Kyber1024,1129.041663,0.022373,0.165176,0.022373
Kyber1024,1123.697200,0.012145,0.155126,0.012145
Kyber1024,1128.046142,0.013391,0.155810,0.013391
Kyber1024,1126.213211,0.014705,0.156159,0.014705
Kyber1024,1127.187912,0.019843,0.155807,0.019843
Kyber1024,1129.764681,0.013049,0.160765,0.013049
Kyber1024,1126.878328,0.014310,0.141356,0.014310
Kyber1024,1128.115890,0.018338,0.149808,0.018338
Kyber1024,1126.553060,0.015331,0.147633,0.015331
Kyber1024,1126.036120,0.015712,0.139991,0.015712
Kyber1024,1127.186131,0.011737,0.148790,0.011737
Kyber1024,1127.807486,0.015811,0.140212,0.015811
Kyber1024,1126.481852,0.012189,0.159645,0.012189
Kyber1024,1126.748265,0.013688,0.145179,0.013688
Kyber1024,1127.522727,0.015359,0.158518,0.015359
Kyber1024,1123.137120,0.011703,0.149599,0.011703
Kyber1024,1129.382760,0.022912,0.145780,0.022912
Kyber1024,1131.969619,0.019945,0.162014,0.019945
Kyber1024,1129.344451,0.012392,0.150984,0.012392
Kyber1024,1125.468776,0.013577,0.135668,0.013577
Kyber1024,1126.313370,0.013958,0.147496,0.013958
Kyber1024,1129.042923,0.015613,0.158669,0.015613
Kyber1024,1124.117226,0.014555,0.158420,0.014555
Kyber1024,1126.081201,0.012017,0.162752,0.012017
Kyber1024,1126.742088,0.019473,0.144801,0.019473
Kyber1024,1126.780522,0.012719,0.158338,0.012719
Kyber1024,1123.347343,0.018859,0.146403,0.018859
Kyber1024,1130.834230,0.011497,0.158283,0.011497
Kyber1024,1125.342278,0.012537,0.152365,0.012537
Kyber1024,1128.311232,0.020587,0.198409,0.020587
Kyber1024,1124.525213,0.014035,0.140040,0.014035
Kyber1024,1125.517374,0.011597,0.141434,0.011597
Kyber1024,1126.891169,0.011762,0.148847,0.011762
Kyber1024,1128.699503,0.012806,0.187176,0.012806
Kyber1024,1126.460948,0.016686,0.149820,0.016686
Kyber1024,1126.706179,0.021714,0.169274,0.021714
Kyber1024,1127.102653,0.013687,0.154882,0.013687
Kyber1024,1130.152546,0.017960,0.156151,0.017960
Kyber1024,1128.569274,0.016979,0.153657,0.016979
Kyber1024,1126.736562,0.014708,0.182163,0.014708
Kyber1024,1125.122985,0.012152,0.152723,0.012152
Kyber1024,1128.089206,0.011455,0.146247,0.011455
Kyber1024,1124.690045,0.019316,0.145915,0.019316
Kyber1024,1128.999944,0.012279,0.177885,0.012279
Kyber1024,1127.314473,0.011823,0.160427,0.011823
Kyber1024,1134.829694,0.018222,0.144137,0.018222
Kyber1024,1129.007369,0.015784,0.150840,0.015784
Kyber1024,1127.950993,0.023016,0.157507,0.023016
Kyber1024,1126.386332,0.013997,0.142114,0.013997
Kyber1024,1124.869228,0.016485,0.148014,0.016485
Kyber1024,1128.184229,0.011887,0.150092,0.011887
Kyber1024,1128.071436,0.015131,0.171871,0.015131
Kyber1024,1126.448707,0.011471,0.195856,0.011471
Kyber1024,1125.407675,0.019433,0.149173,0.019433
Kyber1024,1128.204687,0.018882,0.157594,0.018882
Kyber1024,1125.792083,0.012636,0.141799,0.012636
Kyber1024,1126.531186,0.013542,0.161006,0.013542
Kyber1024,1130.192285,0.020460,0.166452,0.020460
Kyber1024,1126.395688,0.015481,0.157887,0.015481
Kyber1024,1130.392187,0.016438,0.146950,0.016438
Kyber1024,1126.402903,0.015825,0.144853,0.015825
Kyber1024,1128.028786,0.014702,0.146665,0.014702
Kyber1024,1128.026288,0.012081,0.166595,0.012081
Kyber1024,1123.270211,0.011935,0.150815,0.011935
Kyber1024,1122.307121,0.016131,0.146753,0.016131
Kyber1024,1137.856297,0.015527,0.159129,0.015527
Kyber1024,1128.571508,0.015259,0.149470,0.015259
Kyber1024,1128.740989,0.014549,0.145025,0.014549
Kyber1024,1129.029331,0.015020,0.180110,0.015020
Kyber1024,1126.222397,0.016048,0.145721,0.016048
Kyber1024,1127.940604,0.022568,0.151395,0.022568
Kyber1024,1132.175665,0.017599,0.152089,0.017599
Kyber1024,1130.230250,0.015038,0.185708,0.015038
Kyber1024,1132.498796,0.018114,0.157476,0.018114
Kyber1024,1134.951879,0.028756,0.142591,0.028756
Kyber1024,1127.511000,0.013657,0.143376,0.013657
Kyber1024,1135.980919,0.010932,0.148678,0.010932
Kyber1024,1129.180339,0.014662,0.170442,0.014662
Kyber1024,1139.852841,0.014495,0.153788,0.014495
Kyber1024,1126.936158,0.014530,0.139625,0.014530
Kyber1024,1128.192974,0.016926,0.151370,0.016926
Kyber1024,1125.718022,0.019176,0.157920,0.019176
Kyber1024,1128.060746,0.020381,0.138198,0.020381
Kyber1024,1126.855265,0.014440,0.136966,0.014440
Kyber1024,1127.633086,0.015053,0.162355,0.015053
Kyber1024,1126.531183,0.012839,0.148721,0.012839
Kyber1024,1127.835262,0.020740,0.167327,0.020740
Kyber1024,1127.515961,0.012493,0.147917,0.012493
Kyber1024,1127.020967,0.033608,0.153138,0.033608
Kyber1024,1121.698885,0.019188,0.151261,0.019188
Kyber1024,1125.976010,0.014457,0.151842,0.014457
Kyber1024,1126.180029,0.012632,0.168961,0.012632
Kyber1024,1127.898761,0.015250,0.141625,0.015250
Kyber1024,1130.123355,0.015084,0.165267,0.015084
Kyber1024,1123.548850,0.014784,0.140548,0.014784
Kyber1024,1124.977733,0.020345,0.149009,0.020345
Kyber1024,1125.031673,0.019246,0.145796,0.019246
Kyber1024,1126.896568,0.019503,0.137738,0.019503
Kyber1024,1126.009120,0.018091,0.164127,0.018091
Kyber1024,1126.819467,0.011579,0.163202,0.011579
Kyber1024,1125.497667,0.014714,0.174578,0.014714
Kyber1024,1132.577522,0.015657,0.167681,0.015657
Kyber1024,1123.770457,0.014686,0.148283,0.014686
Kyber1024,1129.396168,0.013886,0.142975,0.013886
Kyber1024,1128.181969,0.027010,0.153167,0.027010
Kyber1024,1124.538309,0.013689,0.149217,0.013689
Kyber1024,1126.980038,0.014265,0.141876,0.014265
Kyber1024,1126.600164,0.026449,0.187806,0.026449
Kyber1024,1135.858225,0.014840,0.181060,0.014840
Kyber1024,1129.932916,0.015033,0.139152,0.015033
Kyber1024,1131.406629,0.011693,0.171421,0.011693
Kyber1024,1127.617963,0.016120,0.142833,0.016120
Kyber1024,1126.769563,0.014249,0.146748,0.014249
Kyber1024,1134.370453,0.013243,0.173580,0.013243
Kyber1024,1126.519560,0.020099,0.164551,0.020099
Kyber1024,1124.563645,0.012699,0.144188,0.012699
Kyber1024,1126.106341,0.021490,0.164790,0.021490
Kyber1024,1124.223967,0.016897,0.145990,0.016897
Kyber1024,1125.754284,0.015402,0.141390,0.015402
Kyber1024,1126.103732,0.019509,0.150938,0.019509
Kyber1024,1125.232724,0.030314,0.143640,0.030314
Kyber1024,1127.591521,0.014588,0.157609,0.014588
Kyber1024,1125.679244,0.016837,0.163246,0.016837
Kyber1024,1127.517274,0.014208,0.137038,0.014208
Kyber1024,1135.146080,0.013433,0.141607,0.013433
Kyber1024,1129.871460,0.011444,0.165445,0.011444
Kyber1024,1125.930861,0.012748,0.146984,0.012748
Kyber1024,1129.612500,0.013900,0.374217,0.013900
Kyber1024,1128.325460,0.013024,0.146089,0.013024
Kyber1024,1124.787103,0.014210,0.141235,0.014210
Kyber1024,1129.135930,0.011961,0.149937,0.011961
Kyber1024,1129.268997,0.023187,0.159304,0.023187
Kyber1024,1124.930255,0.012413,0.182401,0.012413
Kyber1024,1122.965682,0.015138,0.144638,0.015138
Kyber1024,1128.161359,0.011657,0.138150,0.011657
Kyber1024,1124.316598,0.032708,0.143151,0.032708
Kyber1024,1127.756403,0.014800,0.156028,0.014800
Kyber1024,1169.461645,0.022460,0.148895,0.022460
Kyber1024,1127.670597,0.018478,0.164836,0.018478
Kyber1024,1124.253651,0.014397,0.153157,0.014397
Kyber1024,1125.995975,0.014102,0.156965,0.014102
Kyber1024,1126.016416,0.012256,0.154245,0.012256
Kyber1024,1126.887453,0.011794,0.163490,0.011794
Kyber1024,1125.336694,0.025111,0.149455,0.025111
Kyber1024,1125.358901,0.015567,0.140826,0.015567
Kyber1024,1127.216490,0.015252,0.167772,0.015252
Kyber1024,1128.333259,0.016429,0.148382,0.016429
Kyber1024,1128.572292,0.014825,0.245380,0.014825
Kyber1024,1125.000380,0.015147,0.165629,0.015147
Kyber1024,1128.443513,0.014603,0.154776,0.014603
Kyber1024,1123.916520,0.015953,0.177724,0.015953
Kyber1024,1132.163337,0.018699,0.156838,0.018699
Kyber1024,1124.790684,0.012759,0.166855,0.012759
Kyber1024,1126.508301,0.013710,0.187943,0.013710
Kyber1024,1125.702736,0.012133,0.142367,0.012133
Kyber1024,1128.875382,0.018594,0.495052,0.018594
Kyber1024,1127.674035,0.020036,0.173649,0.020036
Kyber1024,1127.577575,0.011882,0.144202,0.011882
Kyber1024,1127.140893,0.012624,0.156560,0.012624
Kyber1024,1123.745986,0.013354,0.156205,0.013354
Kyber1024,1123.359346,0.015418,0.150967,0.015418
Kyber1024,1124.421260,0.012013,0.166420,0.012013
Kyber1024,1127.314768,0.012218,0.149057,0.012218
Kyber1024,1128.935530,0.012368,0.144005,0.012368
Kyber1024,1128.061533,0.016725,0.142598,0.016725
Kyber1024,1125.496808,0.011672,0.162644,0.011672
Kyber1024,1128.364246,0.018393,0.148271,0.018393
Kyber1024,1126.444008,0.011811,0.171025,0.011811
Kyber1024,1125.745213,0.012488,0.149486,0.012488
Kyber1024,1124.259405,0.012154,0.148954,0.012154
Kyber1024,1124.232046,0.013587,0.152358,0.013587
Kyber1024,1125.299654,0.015853,0.161171,0.015853
Kyber1024,1129.721863,0.014131,0.143450,0.014131
Kyber1024,1127.988837,0.023113,0.140913,0.023113
Kyber1024,1129.328716,0.012011,0.146540,0.012011
Kyber1024,1126.715957,0.020206,0.145971,0.020206
Kyber1024,1127.497477,0.012569,0.160769,0.012569
Kyber1024,1124.210035,0.019487,0.140807,0.019487
Kyber1024,1128.890080,0.015107,0.144190,0.015107
Kyber1024,1125.054745,0.016098,0.158033,0.016098
Kyber1024,1127.104325,0.013393,0.158967,0.013393
Kyber1024,1127.973904,0.014596,0.257858,0.014596
Kyber1024,1125.580280,0.015454,0.156583,0.015454
Kyber1024,1126.871832,0.019583,0.177022,0.019583
Kyber1024,1128.335030,0.014458,0.157371,0.014458
Kyber1024,1126.679185,0.012562,0.147993,0.012562
Kyber1024,1126.684127,0.012797,0.187787,0.012797
Kyber1024,1127.571116,0.017347,0.151424,0.017347
Kyber1024,1123.758829,0.015872,0.177829,0.015872
Kyber1024,1130.487182,0.011910,0.167614,0.011910
Kyber1024,1130.125476,0.020603,0.176545,0.020603
Kyber1024,1128.713730,0.014438,0.141184,0.014438
Kyber1024,1127.255935,0.014165,0.144242,0.014165
Kyber1024,1128.728916,0.012142,0.142879,0.012142
Kyber1024,1127.562268,0.015130,0.138223,0.015130
Kyber1024,1122.821788,0.011581,0.156027,0.011581
Kyber1024,1123.676380,0.016030,0.242437,0.016030
Kyber1024,1128.890834,0.015124,0.147039,0.015124
Kyber1024,1135.095687,0.013288,0.151070,0.013288
Kyber1024,1125.813809,0.012063,0.143066,0.012063
Kyber1024,1126.139904,0.012691,0.143111,0.012691
Kyber1024,1127.728545,0.017267,0.145678,0.017267
Kyber1024,1126.137259,0.014721,0.152590,0.014721
Kyber1024,1127.592726,0.013476,0.157812,0.013476
Kyber1024,1126.328783,0.019169,0.142026,0.019169
Kyber1024,6862.027723,0.013042,0.142226,0.013042
Kyber1024,1126.031940,0.013870,0.139913,0.013870
Kyber1024,1127.090544,0.011661,0.165119,0.011661
Kyber1024,1126.571032,0.017088,0.144109,0.017088
Kyber1024,1129.347608,0.012721,0.147607,0.012721
Kyber1024,1125.514241,0.011555,0.158775,0.011555
Kyber1024,1126.083191,0.011809,0.181694,0.011809
Kyber1024,1127.019135,0.013721,0.158858,0.013721
Kyber1024,1127.019839,0.020621,0.157775,0.020621
Kyber1024,1128.050418,0.013361,0.150540,0.013361
Kyber1024,1129.246081,0.012515,0.148422,0.012515
Kyber1024,1128.707284,0.013039,0.152578,0.013039
Kyber1024,1130.474564,0.012264,0.162815,0.012264
Kyber1024,1129.177394,0.012470,0.160390,0.012470
Kyber1024,1125.872578,0.016179,0.146619,0.016179
Kyber1024,1128.465316,0.011411,0.150531,0.011411
Kyber1024,1126.155891,0.012283,0.184097,0.012283
Kyber1024,1126.906490,0.013307,0.165374,0.013307
Kyber1024,1126.573057,0.017192,0.145974,0.017192
Kyber1024,1126.357964,0.013262,0.142890,0.013262
Kyber1024,1124.726897,0.015535,0.171925,0.015535
Kyber1024,1129.390050,0.012296,0.138181,0.012296
Kyber1024,1125.254656,0.015400,0.167369,0.015400
Kyber1024,1130.627821,0.012046,0.153255,0.012046
Kyber1024,1126.957628,0.013775,0.147567,0.013775
Kyber1024,1131.403429,0.011365,0.176128,0.011365
Kyber1024,1128.208616,0.012404,0.200316,0.012404
Kyber1024,1127.866758,0.019629,0.151721,0.019629
Kyber1024,1126.030268,0.022454,0.148512,0.022454
Kyber1024,1126.644285,0.011364,0.170993,0.011364
Kyber1024,1127.393746,0.016379,0.169371,0.016379
Kyber1024,1125.269184,0.021074,0.164200,0.021074
Kyber1024,1131.173157,0.012290,0.145289,0.012290
Kyber1024,1125.821845,0.012982,0.147049,0.012982
Kyber1024,1125.626129,0.014374,0.148342,0.014374
Kyber1024,1126.868162,0.014403,0.146501,0.014403
Kyber1024,1128.548375,0.013391,0.144085,0.013391
Kyber1024,1126.446095,0.021682,0.139661,0.021682
Kyber1024,1127.912131,0.016198,0.161829,0.016198
Kyber1024,1127.157177,0.013374,0.160186,0.013374
Kyber1024,1125.611276,0.020799,0.241231,0.020799
Kyber1024,1129.391955,0.013221,0.180390,0.013221
Kyber1024,1126.250949,0.013607,0.147607,0.013607
Kyber1024,1129.055158,0.017910,0.161327,0.017910
Kyber1024,1127.957886,0.027597,0.176036,0.027597
Kyber1024,1128.455797,0.013666,0.149654,0.013666
Kyber1024,1130.357221,0.015827,0.155325,0.015827
Kyber1024,1128.034422,0.013625,0.150767,0.013625
Kyber1024,1128.181692,0.013312,0.172734,0.013312
Kyber1024,1127.547366,0.013487,0.148243,0.013487
Kyber1024,1126.055075,0.012058,0.155713,0.012058
Kyber1024,1126.102917,0.019099,0.150483,0.019099
Kyber1024,1160.173594,0.018921,0.180907,0.018921
Kyber1024,1123.247683,0.012419,0.145043,0.012419
Kyber1024,1127.145452,0.016878,0.143083,0.016878
Kyber1024,1128.766665,0.012074,0.185157,0.012074
Kyber1024,1127.972283,0.015860,0.173778,0.015860
Kyber1024,1125.775557,0.017233,0.144793,0.017233
Kyber1024,1128.436493,0.017606,0.152061,0.017606
Kyber1024,1126.435307,0.015039,0.151936,0.015039
Kyber1024,1131.611710,0.015055,0.149325,0.015055
Kyber1024,1130.198613,0.015813,0.142271,0.015813
Kyber1024,1129.251874,0.023851,0.147388,0.023851
Kyber1024,1130.654419,0.017440,0.178271,0.017440
Kyber1024,1126.703710,0.015536,0.146275,0.015536
Kyber1024,1126.485617,0.023588,0.159477,0.023588
Kyber1024,1125.966322,0.013396,0.141681,0.013396
Kyber1024,1123.744623,0.015345,0.148634,0.015345
Kyber1024,1123.907689,0.013265,0.144340,0.013265
Kyber1024,1129.104181,0.016269,0.150576,0.016269
Kyber1024,1131.746049,0.011214,0.154179,0.011214
Kyber1024,1130.646018,0.018613,0.147079,0.018613
Kyber1024,1128.449213,0.013491,0.147466,0.013491
Kyber1024,1127.499325,0.011584,0.148476,0.011584
Kyber1024,1125.922740,0.015401,0.557561,0.015401
Kyber1024,1127.935752,0.021672,0.151337,0.021672
Kyber1024,1130.814854,0.013277,0.149469,0.013277
Kyber1024,1126.211741,0.016586,0.146919,0.016586
Kyber1024,1128.054648,0.017301,0.260604,0.017301
Kyber1024,1127.108265,0.016806,0.161227,0.016806
Kyber1024,1123.287289,0.011499,0.156146,0.011499
Kyber1024,1130.902538,0.014515,0.161607,0.014515
Kyber1024,1125.352045,0.020939,0.153618,0.020939
Kyber1024,1127.227808,0.012360,0.147776,0.012360
Kyber1024,1129.913439,0.015248,0.169051,0.015248
Kyber1024,1127.014672,0.014171,0.157795,0.014171
Kyber1024,1127.386723,0.014069,0.151271,0.014069
Kyber1024,1124.857860,0.013317,0.152928,0.013317
Kyber1024,1129.596221,0.012252,0.154214,0.012252
Kyber1024,1123.432865,0.012730,0.148308,0.012730
Kyber1024,1128.961805,0.029078,0.147891,0.029078
Kyber1024,1127.540523,0.014300,0.162586,0.014300
Kyber1024,1125.387660,0.015164,0.160534,0.015164
Kyber1024,1125.356573,0.013332,0.145111,0.013332
Kyber1024,1134.655926,0.012393,0.164955,0.012393
Kyber1024,1125.951913,0.011817,0.155103,0.011817
Kyber1024,1126.901056,0.017593,0.164389,0.017593
Kyber1024,1125.944625,0.016050,0.155944,0.016050
Kyber1024,1125.468823,0.016750,0.158997,0.016750
Kyber1024,1122.830737,0.015513,0.145150,0.015513
Kyber1024,1126.225679,0.015356,0.146496,0.015356
Kyber1024,1122.733929,0.019030,0.151747,0.019030
Kyber1024,1125.197424,0.017372,0.159657,0.017372
Kyber1024,1126.770125,0.012872,0.153082,0.012872
Kyber1024,1136.285314,0.021011,0.158770,0.021011
Kyber1024,1127.293710,0.012820,0.208933,0.012820
Kyber1024,1129.140396,0.011753,0.156341,0.011753
Kyber1024,1126.435654,0.012762,0.148488,0.012762
Kyber1024,1127.515432,0.013110,0.166346,0.013110
Kyber1024,1128.123505,0.014626,0.152860,0.014626
Kyber1024,1127.872139,0.011763,0.149031,0.011763
Kyber1024,1127.829956,0.018950,0.167427,0.018950
Kyber1024,1124.291650,0.013424,0.145894,0.013424
Kyber1024,1126.092314,0.014260,0.160014,0.014260
Kyber1024,1128.146281,0.012815,0.152550,0.012815
Kyber1024,1128.219657,0.011523,0.161940,0.011523
Kyber1024,1131.430452,0.014374,0.163796,0.014374
Kyber1024,1129.268383,0.021084,0.185286,0.021084
Kyber1024,1129.296974,0.018107,0.186811,0.018107
Kyber1024,1122.286582,0.014361,0.141417,0.014361
Kyber1024,1128.923990,0.016831,0.146919,0.016831
Kyber1024,1126.508919,0.015462,0.169374,0.015462
Kyber1024,1125.198581,0.010981,0.142810,0.010981
Kyber1024,1123.707770,0.020001,0.156402,0.020001
Kyber1024,1125.602168,0.013073,0.158460,0.013073
Kyber1024,1128.139087,0.014430,0.144250,0.014430
Kyber1024,1125.563869,0.013924,0.158009,0.013924
Kyber1024,1126.319189,0.011799,0.159180,0.011799
Kyber1024,1136.743505,0.012321,0.153315,0.012321
Kyber1024,1127.291047,0.015468,0.143534,0.015468
Kyber1024,1127.492066,0.017332,0.157023,0.017332
Kyber1024,1128.034315,0.010781,0.142662,0.010781
Kyber1024,1128.589906,0.018922,0.146967,0.018922
Kyber1024,1130.434760,0.013113,0.140541,0.013113
Kyber1024,1125.524166,0.016151,0.165563,0.016151
Kyber1024,1126.926804,0.031322,0.150480,0.031322
Kyber1024,1124.509422,0.022375,0.154892,0.022375
Kyber1024,1126.412766,0.019976,0.268612,0.019976
Kyber1024,1127.276485,0.011968,0.171671,0.011968
Kyber1024,1130.059565,0.012645,0.147087,0.012645
Kyber1024,1124.327698,0.022294,0.139904,0.022294
Kyber1024,1129.634661,0.013570,0.147536,0.013570
Kyber1024,1125.580255,0.015633,0.141929,0.015633
Kyber1024,1129.161090,0.022683,0.156369,0.022683
Kyber1024,1128.870156,0.022600,0.146109,0.022600
Kyber1024,1126.688095,0.011586,0.142874,0.011586
Kyber1024,1130.380218,0.014790,0.161715,0.014790
Kyber1024,1126.779722,0.012725,0.166535,0.012725
Kyber1024,1126.926079,0.016393,0.156004,0.016393
Kyber1024,1122.888289,0.015485,0.162865,0.015485
Kyber1024,1122.123640,0.019863,0.158643,0.019863
Kyber1024,1125.247158,0.012475,0.149580,0.012475
Kyber1024,1129.028232,0.011259,0.145252,0.011259
Kyber1024,1127.361776,0.015077,0.142965,0.015077
Kyber1024,1127.918292,0.012467,0.165270,0.012467
Kyber1024,1125.741875,0.011489,0.144702,0.011489
Kyber1024,1128.071463,0.012811,0.176817,0.012811
Kyber1024,1127.845263,0.014710,0.145950,0.014710
Kyber1024,1128.996386,0.021083,0.151029,0.021083
Kyber1024,1126.231429,0.012482,0.181013,0.012482
Kyber1024,1129.998045,0.019479,0.160900,0.019479
Kyber1024,1124.896797,0.013095,0.142995,0.013095
Kyber1024,1126.873101,0.012936,0.161615,0.012936
Kyber1024,1123.771010,0.014637,0.160823,0.014637
Kyber1024,1132.066608,0.027535,0.154936,0.027535
Kyber1024,1127.314399,0.010636,0.138471,0.010636
Kyber1024,2298.367399,0.013260,0.470964,0.013260
Kyber1024,1126.971103,0.012536,0.143407,0.012536
Kyber1024,1125.973590,0.019347,0.154110,0.019347
Kyber1024,1127.737021,0.019003,0.169259,0.019003
Kyber1024,1126.163798,0.015344,0.143677,0.015344
Kyber1024,1127.861916,0.016308,0.142997,0.016308
Kyber1024,1127.918229,0.013118,0.141772,0.013118
Kyber1024,1125.695709,0.012895,0.155545,0.012895
Kyber1024,1129.019266,0.021212,0.143177,0.021212
Kyber1024,1127.207307,0.020460,0.150279,0.020460
Kyber1024,1127.253467,0.011412,0.165624,0.011412
Kyber1024,1127.196439,0.016562,0.156465,0.016562
Kyber1024,1131.418066,0.013575,0.173796,0.013575
Kyber1024,1128.197477,0.014618,0.170786,0.014618
Kyber1024,1128.141641,0.014361,0.151944,0.014361
Kyber1024,1128.799470,0.015986,0.146423,0.015986
Kyber1024,1126.408286,0.011858,0.168506,0.011858
Kyber1024,1128.907338,0.011267,0.153337,0.011267
Kyber1024,1126.335715,0.016550,0.154272,0.016550
Kyber1024,1127.032037,0.024710,0.160877,0.024710
Kyber1024,1127.835362,0.014374,0.145866,0.014374
Kyber1024,1128.752423,0.012915,0.143223,0.012915
Kyber1024,1128.699355,0.013117,0.235691,0.013117
Kyber1024,1125.681191,0.011670,0.155688,0.011670
Kyber1024,1127.543604,0.019647,0.153158,0.019647
Kyber1024,1125.978970,0.018179,0.159355,0.018179
Kyber1024,1127.060183,0.019704,0.174869,0.019704
Kyber1024,1131.434221,0.018603,0.147065,0.018603
Kyber1024,1128.431972,0.011422,0.155153,0.011422
Kyber1024,1126.304984,0.014912,0.154405,0.014912
Kyber1024,1128.604769,0.014939,0.176944,0.014939
Kyber1024,1128.150404,0.016846,0.184871,0.016846
Kyber1024,1130.478133,0.012615,0.183935,0.012615
Kyber1024,1126.752007,0.016531,0.151712,0.016531
Kyber1024,1126.715691,0.012167,0.178969,0.012167
Kyber1024,1128.552995,0.012235,0.173674,0.012235
Kyber1024,1124.897183,0.013416,0.153256,0.013416
Kyber1024,1126.857879,0.017696,0.148665,0.017696
Kyber1024,1126.983922,0.014795,0.145439,0.014795
Kyber1024,1128.712652,0.011920,0.146899,0.011920
Kyber1024,1125.873423,0.013552,0.145669,0.013552
Kyber1024,1127.444793,0.011684,0.147798,0.011684
Kyber1024,1123.582782,0.013261,0.150406,0.013261
Kyber1024,1128.569477,0.018209,0.150402,0.018209
Kyber1024,1137.794809,0.014312,0.151394,0.014312
Kyber1024,1127.997590,0.014607,0.143406,0.014607
Kyber1024,1127.555289,0.022430,0.443260,0.022430
Kyber1024,1124.775080,0.032955,0.143512,0.032955
Kyber1024,1125.835722,0.012255,0.147600,0.012255
Kyber1024,1125.068853,0.015820,0.147377,0.015820
Kyber1024,1124.291603,0.014096,0.145683,0.014096
Kyber1024,1129.147238,0.015810,0.148279,0.015810
Kyber1024,1127.023615,0.018693,0.172601,0.018693
Kyber1024,1130.295492,0.011602,0.174255,0.011602
Kyber1024,1127.904012,0.015201,0.139495,0.015201
Kyber1024,1127.949411,0.015814,0.144202,0.015814
Kyber1024,1127.998822,0.013832,0.145255,0.013832
Kyber1024,2496.745345,0.018161,0.142202,0.018161
Kyber1024,1132.097338,0.013250,0.149086,0.013250
Kyber1024,1128.948964,0.016167,0.142893,0.016167
Kyber1024,1125.943142,0.011434,0.145045,0.011434
Kyber1024,1126.299754,0.012434,0.157346,0.012434
Kyber1024,1128.153600,0.011680,0.158474,0.011680
Kyber1024,1126.744054,0.016851,0.166244,0.016851
Kyber1024,1125.018014,0.015606,0.154582,0.015606
Kyber1024,1126.475095,0.016008,0.162738,0.016008
Kyber1024,1127.863323,0.017584,0.143205,0.017584
Kyber1024,1127.510014,0.014628,0.164928,0.014628
Kyber1024,1126.254514,0.014476,0.148767,0.014476
Kyber1024,1134.314422,0.016279,0.157184,0.016279
Kyber1024,1128.941558,0.014731,0.194707,0.014731
Kyber1024,1128.151137,0.015402,0.153775,0.015402
Kyber1024,1128.563283,0.011909,0.142694,0.011909
Kyber1024,1125.641767,0.017232,0.147064,0.017232
Kyber1024,1124.260590,0.011619,0.182125,0.011619
Kyber1024,1127.962172,0.011718,0.145026,0.011718
Kyber1024,1127.577016,0.011708,0.165869,0.011708
Kyber1024,1126.430157,0.018178,0.173208,0.018178
Kyber1024,1126.207035,0.020786,0.162215,0.020786
Kyber1024,1141.677372,0.020527,0.151876,0.020527
Kyber1024,1128.349540,0.020587,0.143350,0.020587
Kyber1024,1126.843787,0.011629,0.169174,0.011629
Kyber1024,1125.020680,0.013258,0.143554,0.013258
Kyber1024,1127.937821,0.011670,0.144530,0.011670
Kyber1024,1126.770363,0.011656,0.178198,0.011656
Kyber1024,1127.975805,0.014970,0.155458,0.014970
Kyber1024,1127.252173,0.029498,0.140054,0.029498
Kyber1024,1124.460151,0.013804,0.145303,0.013804
Kyber1024,1127.533270,0.011520,0.157908,0.011520
Kyber1024,1126.225632,0.015702,0.161752,0.015702
Kyber1024,1127.227891,0.016686,0.143565,0.016686
Kyber1024,1128.548867,0.022954,0.152987,0.022954
Kyber1024,1130.702129,0.013252,0.148479,0.013252
