KEXAlgo,authAlgo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello
P256_Kyber512,P256_Falcon512,215.666979,0.013769,0.160834
P256_Kyber512,P256_Falcon512,215.253154,0.017214,0.269490
P256_Kyber512,P256_Falcon512,215.714999,0.012680,0.165866
P256_Kyber512,P256_Falcon512,216.290901,0.016011,0.164279
P256_Kyber512,P256_Falcon512,215.476076,0.014364,0.189059
P256_Kyber512,P256_Falcon512,216.373096,0.016278,0.167293
P256_Kyber512,P256_Falcon512,216.197795,0.014338,0.146816
P256_Kyber512,P256_Falcon512,219.076720,0.014196,0.152359
P256_Kyber512,P256_Falcon512,216.109412,0.015206,0.171722
P256_Kyber512,P256_Falcon512,215.714802,0.013656,0.153745
P256_Kyber512,P256_Falcon512,216.300133,0.013728,0.190047
P256_Kyber512,P256_Falcon512,215.618588,0.018271,0.179860
P256_Kyber512,P256_Falcon512,215.684496,0.010691,0.177459
P256_Kyber512,P256_Falcon512,216.087567,0.016773,0.160405
P256_Kyber512,P256_Falcon512,215.629868,0.010049,0.210583
P256_Kyber512,P256_Falcon512,215.738791,0.012581,0.181012
P256_Kyber512,P256_Falcon512,215.964175,0.013831,0.165967
P256_Kyber512,P256_Falcon512,215.530917,0.016042,0.156104
P256_Kyber512,P256_Falcon512,216.093472,0.017037,0.173740
P256_Kyber512,P256_Falcon512,215.280143,0.008657,0.163205
P256_Kyber512,P256_Falcon512,215.348579,0.012377,0.155476
P256_Kyber512,P256_Falcon512,215.683254,0.016496,0.161379
P256_Kyber512,P256_Falcon512,215.718438,0.015803,0.158135
P256_Kyber512,P256_Falcon512,215.068809,0.012633,0.181579
P256_Kyber512,P256_Falcon512,216.248359,0.015708,0.153111
P256_Kyber512,P256_Falcon512,215.782542,0.015105,0.149942
P256_Kyber512,P256_Falcon512,216.213291,0.013038,0.157899
P256_Kyber512,P256_Falcon512,216.093089,0.015063,0.160802
P256_Kyber512,P256_Falcon512,216.131363,0.011370,0.171423
P256_Kyber512,P256_Falcon512,216.227416,0.015539,0.157043
P256_Kyber512,P256_Falcon512,216.052577,0.011211,0.158070
P256_Kyber512,P256_Falcon512,216.242679,0.015132,0.163498
P256_Kyber512,P256_Falcon512,216.324114,0.009665,0.196750
P256_Kyber512,P256_Falcon512,216.372389,0.016829,0.173131
P256_Kyber512,P256_Falcon512,216.860130,0.014862,0.166182
P256_Kyber512,P256_Falcon512,215.314769,0.009340,0.172267
P256_Kyber512,P256_Falcon512,216.306830,0.014637,0.157920
P256_Kyber512,P256_Falcon512,215.737723,0.016808,0.154398
P256_Kyber512,P256_Falcon512,321.393720,0.019987,0.157119
P256_Kyber512,P256_Falcon512,226.009270,0.012750,0.190122
P256_Kyber512,P256_Falcon512,215.675727,0.044413,0.152582
P256_Kyber512,P256_Falcon512,215.613025,0.016287,0.166315
P256_Kyber512,P256_Falcon512,215.648600,0.014720,0.179122
P256_Kyber512,P256_Falcon512,215.583856,0.010129,0.164986
P256_Kyber512,P256_Falcon512,216.266013,0.012865,0.153417
P256_Kyber512,P256_Falcon512,216.148744,0.012266,0.155492
P256_Kyber512,P256_Falcon512,215.953690,0.015086,0.161302
P256_Kyber512,P256_Falcon512,216.198433,0.012863,0.154681
P256_Kyber512,P256_Falcon512,215.415190,0.016394,0.157605
P256_Kyber512,P256_Falcon512,215.281922,0.010942,0.163954
P256_Kyber512,P256_Falcon512,215.564654,0.016051,0.162377
P256_Kyber512,P256_Falcon512,215.885536,0.022895,0.176835
P256_Kyber512,P256_Falcon512,215.704095,0.016517,0.168505
P256_Kyber512,P256_Falcon512,216.125698,0.013551,0.169213
P256_Kyber512,P256_Falcon512,216.004441,0.020967,0.148087
P256_Kyber512,P256_Falcon512,216.367142,0.009514,0.263226
P256_Kyber512,P256_Falcon512,215.584034,0.014921,0.164215
P256_Kyber512,P256_Falcon512,215.206145,0.022604,0.152865
P256_Kyber512,P256_Falcon512,216.097532,0.015036,0.197715
P256_Kyber512,P256_Falcon512,215.871612,0.015885,0.161656
P256_Kyber512,P256_Falcon512,215.893012,0.015665,0.156302
P256_Kyber512,P256_Falcon512,216.386659,0.011638,0.153398
P256_Kyber512,P256_Falcon512,215.444875,0.009018,0.142940
P256_Kyber512,P256_Falcon512,215.748200,0.016780,0.210638
P256_Kyber512,P256_Falcon512,215.868379,0.015838,0.163432
P256_Kyber512,P256_Falcon512,215.600412,0.013356,0.164885
P256_Kyber512,P256_Falcon512,216.038234,0.018074,0.159125
P256_Kyber512,P256_Falcon512,215.900400,0.018131,0.158108
P256_Kyber512,P256_Falcon512,215.614150,0.014230,0.155377
P256_Kyber512,P256_Falcon512,215.404213,0.016810,0.185370
P256_Kyber512,P256_Falcon512,215.508380,0.015303,0.149801
P256_Kyber512,P256_Falcon512,215.760324,0.016478,0.157684
P256_Kyber512,P256_Falcon512,217.129794,0.038088,0.196158
P256_Kyber512,P256_Falcon512,216.153910,0.009921,0.167000
P256_Kyber512,P256_Falcon512,216.446117,0.017922,0.164575
P256_Kyber512,P256_Falcon512,216.245493,0.015773,0.174831
P256_Kyber512,P256_Falcon512,216.302010,0.013491,0.151600
P256_Kyber512,P256_Falcon512,215.496184,0.016034,0.163157
P256_Kyber512,P256_Falcon512,215.688900,0.015417,0.171379
P256_Kyber512,P256_Falcon512,216.325314,0.009303,0.190577
P256_Kyber512,P256_Falcon512,216.176890,0.016725,0.158055
P256_Kyber512,P256_Falcon512,216.109213,0.010933,0.159480
P256_Kyber512,P256_Falcon512,216.060964,0.016874,0.175149
P256_Kyber512,P256_Falcon512,215.749167,0.009135,0.162202
P256_Kyber512,P256_Falcon512,215.922279,0.016394,0.149635
P256_Kyber512,P256_Falcon512,215.835445,0.015180,0.166151
P256_Kyber512,P256_Falcon512,216.116929,0.016099,0.165797
P256_Kyber512,P256_Falcon512,215.533312,0.011551,0.168249
P256_Kyber512,P256_Falcon512,215.694895,0.013882,0.172372
P256_Kyber512,P256_Falcon512,216.336144,0.009529,0.162887
P256_Kyber512,P256_Falcon512,215.290529,0.015568,0.173902
P256_Kyber512,P256_Falcon512,215.955370,0.015198,0.162836
P256_Kyber512,P256_Falcon512,215.186940,0.013536,0.161387
P256_Kyber512,P256_Falcon512,215.819183,0.013912,0.195868
P256_Kyber512,P256_Falcon512,215.847285,0.009573,0.158999
P256_Kyber512,P256_Falcon512,216.213893,0.010589,0.172380
P256_Kyber512,P256_Falcon512,216.319074,0.016222,0.160616
P256_Kyber512,P256_Falcon512,215.841215,0.017574,0.160089
P256_Kyber512,P256_Falcon512,215.812664,0.021732,0.185068
P256_Kyber512,P256_Falcon512,215.542174,0.013594,0.156290
P256_Kyber512,P256_Falcon512,215.139009,0.012704,0.148660
P256_Kyber512,P256_Falcon512,215.703484,0.017439,0.158875
P256_Kyber512,P256_Falcon512,215.875040,0.017000,0.165961
P256_Kyber512,P256_Falcon512,215.276137,0.013705,0.171456
P256_Kyber512,P256_Falcon512,216.052478,0.016357,0.171478
P256_Kyber512,P256_Falcon512,216.599226,0.017499,0.175920
P256_Kyber512,P256_Falcon512,215.974982,0.013357,0.183017
P256_Kyber512,P256_Falcon512,215.290432,0.012437,0.154629
P256_Kyber512,P256_Falcon512,215.167070,0.013481,0.167487
P256_Kyber512,P256_Falcon512,216.047031,0.016413,0.156750
P256_Kyber512,P256_Falcon512,216.276365,0.016984,0.152819
P256_Kyber512,P256_Falcon512,215.702228,0.011611,0.144966
P256_Kyber512,P256_Falcon512,215.785590,0.014025,0.189703
P256_Kyber512,P256_Falcon512,215.725568,0.016644,0.169824
P256_Kyber512,P256_Falcon512,215.470866,0.013159,0.172768
P256_Kyber512,P256_Falcon512,216.245539,0.017232,0.156109
P256_Kyber512,P256_Falcon512,216.064304,0.016319,0.153396
P256_Kyber512,P256_Falcon512,216.182062,0.009931,0.159325
P256_Kyber512,P256_Falcon512,216.034495,0.017469,0.155534
P256_Kyber512,P256_Falcon512,216.051838,0.015216,0.156062
P256_Kyber512,P256_Falcon512,216.083923,0.015140,0.153164
P256_Kyber512,P256_Falcon512,215.697531,0.012402,0.181755
P256_Kyber512,P256_Falcon512,216.130381,0.017007,0.166235
P256_Kyber512,P256_Falcon512,215.499224,0.013960,0.149335
P256_Kyber512,P256_Falcon512,215.703382,0.016597,0.163307
P256_Kyber512,P256_Falcon512,215.645792,0.016688,0.162039
P256_Kyber512,P256_Falcon512,216.057468,0.016005,0.153751
P256_Kyber512,P256_Falcon512,215.786310,0.012325,0.177805
P256_Kyber512,P256_Falcon512,215.146430,0.017154,0.153113
P256_Kyber512,P256_Falcon512,215.699932,0.014414,0.183613
P256_Kyber512,P256_Falcon512,215.765621,0.016614,0.154585
P256_Kyber512,P256_Falcon512,216.079263,0.014517,0.188150
P256_Kyber512,P256_Falcon512,215.756428,0.014124,0.163595
P256_Kyber512,P256_Falcon512,216.561724,0.014292,0.221637
P256_Kyber512,P256_Falcon512,215.937487,0.016748,0.163267
P256_Kyber512,P256_Falcon512,216.231637,0.015372,0.156778
P256_Kyber512,P256_Falcon512,215.863525,0.014378,0.166299
P256_Kyber512,P256_Falcon512,216.039006,0.016468,0.174507
P256_Kyber512,P256_Falcon512,226.398629,0.011785,0.170526
P256_Kyber512,P256_Falcon512,216.094277,0.016905,0.135309
P256_Kyber512,P256_Falcon512,215.916033,0.012607,0.156482
P256_Kyber512,P256_Falcon512,215.496666,0.016715,0.173746
P256_Kyber512,P256_Falcon512,215.423230,0.010220,0.152874
P256_Kyber512,P256_Falcon512,215.827613,0.015700,0.155013
P256_Kyber512,P256_Falcon512,215.532299,0.015613,0.184853
P256_Kyber512,P256_Falcon512,216.680817,0.022231,0.173718
P256_Kyber512,P256_Falcon512,216.198131,0.012818,0.169851
P256_Kyber512,P256_Falcon512,216.023750,0.015123,0.183339
P256_Kyber512,P256_Falcon512,216.016662,0.015897,0.153645
P256_Kyber512,P256_Falcon512,215.208956,0.017122,0.174637
P256_Kyber512,P256_Falcon512,215.499033,0.010129,0.200068
P256_Kyber512,P256_Falcon512,215.766609,0.017427,0.173003
P256_Kyber512,P256_Falcon512,216.142174,0.014154,0.167659
P256_Kyber512,P256_Falcon512,216.265957,0.010811,0.194170
P256_Kyber512,P256_Falcon512,217.177893,0.019137,0.174459
P256_Kyber512,P256_Falcon512,216.350139,0.017167,0.192987
P256_Kyber512,P256_Falcon512,216.206708,0.016602,0.151210
P256_Kyber512,P256_Falcon512,216.184837,0.018104,0.188889
P256_Kyber512,P256_Falcon512,215.970489,0.014834,0.160729
P256_Kyber512,P256_Falcon512,216.255746,0.016173,0.194185
P256_Kyber512,P256_Falcon512,215.806808,0.015609,0.182834
P256_Kyber512,P256_Falcon512,216.001464,0.014816,0.165369
P256_Kyber512,P256_Falcon512,216.104111,0.017089,0.158360
P256_Kyber512,P256_Falcon512,215.380517,0.013717,0.185964
P256_Kyber512,P256_Falcon512,215.686216,0.013489,0.154581
P256_Kyber512,P256_Falcon512,215.854175,0.014438,0.140987
P256_Kyber512,P256_Falcon512,215.888555,0.015324,0.158873
P256_Kyber512,P256_Falcon512,215.900846,0.012310,0.158101
P256_Kyber512,P256_Falcon512,216.264073,0.016399,0.156471
P256_Kyber512,P256_Falcon512,215.468126,0.013890,0.154489
P256_Kyber512,P256_Falcon512,215.905872,0.015698,0.163482
P256_Kyber512,P256_Falcon512,216.508066,0.012320,0.473099
P256_Kyber512,P256_Falcon512,216.301711,0.017038,0.160698
P256_Kyber512,P256_Falcon512,215.764157,0.014666,0.220713
P256_Kyber512,P256_Falcon512,215.770731,0.015697,0.180085
P256_Kyber512,P256_Falcon512,215.651899,0.012060,0.177713
P256_Kyber512,P256_Falcon512,215.962760,0.015411,0.175547
P256_Kyber512,P256_Falcon512,215.876752,0.015856,0.155818
P256_Kyber512,P256_Falcon512,215.481604,0.015663,0.149676
P256_Kyber512,P256_Falcon512,216.291821,0.013693,0.169468
P256_Kyber512,P256_Falcon512,215.699827,0.014541,0.172203
P256_Kyber512,P256_Falcon512,216.294487,0.016758,0.166228
P256_Kyber512,P256_Falcon512,215.789893,0.016153,0.171151
P256_Kyber512,P256_Falcon512,215.238548,0.016550,0.158460
P256_Kyber512,P256_Falcon512,216.106314,0.016186,0.146885
P256_Kyber512,P256_Falcon512,216.069607,0.012102,0.186602
P256_Kyber512,P256_Falcon512,216.575878,0.017813,0.176300
P256_Kyber512,P256_Falcon512,216.346172,0.012379,0.156238
P256_Kyber512,P256_Falcon512,215.596778,0.012324,0.156082
P256_Kyber512,P256_Falcon512,216.623193,0.013299,0.177261
P256_Kyber512,P256_Falcon512,216.264890,0.013700,0.174976
P256_Kyber512,P256_Falcon512,217.157357,0.010019,0.155646
P256_Kyber512,P256_Falcon512,216.166633,0.010135,0.180662
P256_Kyber512,P256_Falcon512,216.253940,0.018883,0.245505
P256_Kyber512,P256_Falcon512,215.925057,0.016417,0.154950
P256_Kyber512,P256_Falcon512,215.864006,0.014856,0.186828
P256_Kyber512,P256_Falcon512,215.540231,0.016019,0.186058
P256_Kyber512,P256_Falcon512,216.361188,0.014038,0.168654
P256_Kyber512,P256_Falcon512,215.827975,0.013365,0.160409
P256_Kyber512,P256_Falcon512,216.372800,0.014905,0.169752
P256_Kyber512,P256_Falcon512,216.315897,0.014322,0.161076
P256_Kyber512,P256_Falcon512,216.387918,0.008594,0.163150
P256_Kyber512,P256_Falcon512,215.769123,0.015355,0.196272
P256_Kyber512,P256_Falcon512,215.631316,0.017432,0.162824
P256_Kyber512,P256_Falcon512,216.076944,0.012176,0.155962
P256_Kyber512,P256_Falcon512,216.160004,0.016819,0.159168
P256_Kyber512,P256_Falcon512,215.856382,0.015789,0.170457
P256_Kyber512,P256_Falcon512,215.926795,0.018027,0.170772
P256_Kyber512,P256_Falcon512,215.283036,0.015505,0.184367
P256_Kyber512,P256_Falcon512,216.006431,0.016378,0.189795
P256_Kyber512,P256_Falcon512,215.691402,0.013651,0.170401
P256_Kyber512,P256_Falcon512,216.405593,0.017169,0.151034
P256_Kyber512,P256_Falcon512,216.425906,0.010564,0.181909
P256_Kyber512,P256_Falcon512,216.140157,0.015871,0.162749
P256_Kyber512,P256_Falcon512,216.483699,0.015812,0.295658
P256_Kyber512,P256_Falcon512,216.320000,0.013828,0.154368
P256_Kyber512,P256_Falcon512,216.213314,0.013541,0.159318
P256_Kyber512,P256_Falcon512,215.787167,0.013970,0.151469
P256_Kyber512,P256_Falcon512,215.872755,0.013404,0.158610
P256_Kyber512,P256_Falcon512,215.950356,0.015332,0.159561
P256_Kyber512,P256_Falcon512,215.979857,0.015850,0.185033
P256_Kyber512,P256_Falcon512,215.983295,0.015010,0.178027
P256_Kyber512,P256_Falcon512,216.313090,0.016159,0.203186
P256_Kyber512,P256_Falcon512,215.774746,0.008883,0.160944
P256_Kyber512,P256_Falcon512,215.747051,0.012769,0.166764
P256_Kyber512,P256_Falcon512,216.000439,0.010042,0.165129
P256_Kyber512,P256_Falcon512,216.392526,0.016420,0.161164
P256_Kyber512,P256_Falcon512,216.085877,0.014590,0.144309
P256_Kyber512,P256_Falcon512,215.580528,0.015171,0.164037
P256_Kyber512,P256_Falcon512,216.342992,0.016710,0.167276
P256_Kyber512,P256_Falcon512,216.189919,0.017579,0.165957
P256_Kyber512,P256_Falcon512,216.423089,0.017212,0.175113
P256_Kyber512,P256_Falcon512,215.588812,0.014135,0.166437
P256_Kyber512,P256_Falcon512,215.724388,0.015792,0.222538
P256_Kyber512,P256_Falcon512,226.500197,0.016662,0.162350
P256_Kyber512,P256_Falcon512,215.763403,0.015858,0.155558
P256_Kyber512,P256_Falcon512,216.095853,0.009533,0.237461
P256_Kyber512,P256_Falcon512,215.690595,0.016988,0.175816
P256_Kyber512,P256_Falcon512,215.733172,0.013623,0.158635
P256_Kyber512,P256_Falcon512,216.202709,0.016132,0.175958
P256_Kyber512,P256_Falcon512,215.711077,0.012310,0.152955
P256_Kyber512,P256_Falcon512,215.606422,0.015441,0.158060
P256_Kyber512,P256_Falcon512,215.476402,0.015351,0.152096
P256_Kyber512,P256_Falcon512,215.601733,0.015817,0.151885
P256_Kyber512,P256_Falcon512,215.702119,0.012986,0.179732
P256_Kyber512,P256_Falcon512,215.862927,0.014529,0.182284
P256_Kyber512,P256_Falcon512,216.086590,0.015456,0.165526
P256_Kyber512,P256_Falcon512,215.429572,0.016087,0.148323
P256_Kyber512,P256_Falcon512,216.386643,0.016785,0.158484
P256_Kyber512,P256_Falcon512,216.240215,0.012420,0.174713
P256_Kyber512,P256_Falcon512,216.875350,0.016119,0.168598
P256_Kyber512,P256_Falcon512,215.475609,0.016468,0.173671
P256_Kyber512,P256_Falcon512,216.528405,0.008898,0.182458
P256_Kyber512,P256_Falcon512,216.284575,0.010531,0.174350
P256_Kyber512,P256_Falcon512,215.466258,0.014868,0.195069
P256_Kyber512,P256_Falcon512,215.825529,0.015620,0.165127
P256_Kyber512,P256_Falcon512,216.230735,0.014546,0.166403
P256_Kyber512,P256_Falcon512,215.256388,0.012806,0.189045
P256_Kyber512,P256_Falcon512,215.747918,0.016214,0.160093
P256_Kyber512,P256_Falcon512,215.360834,0.011193,0.157859
P256_Kyber512,P256_Falcon512,215.955278,0.017328,0.183949
P256_Kyber512,P256_Falcon512,215.838078,0.017125,0.168461
P256_Kyber512,P256_Falcon512,215.467320,0.016597,0.160123
P256_Kyber512,P256_Falcon512,216.355686,0.012964,0.181932
P256_Kyber512,P256_Falcon512,215.626161,0.016038,0.157934
P256_Kyber512,P256_Falcon512,215.352835,0.013766,0.157161
P256_Kyber512,P256_Falcon512,216.273025,0.015925,0.178048
P256_Kyber512,P256_Falcon512,215.626000,0.011190,0.165254
P256_Kyber512,P256_Falcon512,216.344285,0.016514,0.157886
P256_Kyber512,P256_Falcon512,215.679122,0.014994,0.168345
P256_Kyber512,P256_Falcon512,216.614281,0.015446,0.189245
P256_Kyber512,P256_Falcon512,216.437545,0.011790,0.173844
P256_Kyber512,P256_Falcon512,216.124391,0.015940,0.165199
P256_Kyber512,P256_Falcon512,215.922024,0.010110,0.183501
P256_Kyber512,P256_Falcon512,215.722428,0.016254,0.180595
P256_Kyber512,P256_Falcon512,215.965478,0.019897,0.152721
P256_Kyber512,P256_Falcon512,215.864984,0.015563,0.143300
P256_Kyber512,P256_Falcon512,215.355522,0.010989,0.170770
P256_Kyber512,P256_Falcon512,215.639843,0.013921,0.156396
P256_Kyber512,P256_Falcon512,215.626786,0.014266,0.165106
P256_Kyber512,P256_Falcon512,215.540623,0.015816,0.182994
P256_Kyber512,P256_Falcon512,216.758451,0.012574,0.169634
P256_Kyber512,P256_Falcon512,215.723934,0.012190,0.162238
P256_Kyber512,P256_Falcon512,215.866612,0.016067,0.146931
P256_Kyber512,P256_Falcon512,215.633686,0.016326,0.171920
P256_Kyber512,P256_Falcon512,215.894381,0.013240,0.173874
P256_Kyber512,P256_Falcon512,216.073421,0.013037,0.175298
P256_Kyber512,P256_Falcon512,216.091568,0.017302,0.165731
P256_Kyber512,P256_Falcon512,216.247703,0.016494,0.157278
P256_Kyber512,P256_Falcon512,216.165629,0.014218,0.203355
P256_Kyber512,P256_Falcon512,215.840129,0.009182,0.185507
P256_Kyber512,P256_Falcon512,216.127156,0.016207,0.169257
P256_Kyber512,P256_Falcon512,216.559620,0.016950,0.158025
P256_Kyber512,P256_Falcon512,216.462103,0.014033,0.208350
P256_Kyber512,P256_Falcon512,216.473549,0.014497,0.162659
P256_Kyber512,P256_Falcon512,215.807691,0.016780,0.164316
P256_Kyber512,P256_Falcon512,216.310743,0.014820,0.160345
P256_Kyber512,P256_Falcon512,215.750164,0.012790,0.163146
P256_Kyber512,P256_Falcon512,215.752321,0.014890,0.153665
P256_Kyber512,P256_Falcon512,215.392399,0.016916,0.159759
P256_Kyber512,P256_Falcon512,215.768782,0.015789,0.173710
P256_Kyber512,P256_Falcon512,216.520633,0.014862,0.280917
P256_Kyber512,P256_Falcon512,215.506103,0.012661,0.173851
P256_Kyber512,P256_Falcon512,215.997568,0.016752,0.156437
P256_Kyber512,P256_Falcon512,216.256012,0.015010,0.164295
P256_Kyber512,P256_Falcon512,216.023136,0.015181,0.153927
P256_Kyber512,P256_Falcon512,215.598344,0.012973,0.160378
P256_Kyber512,P256_Falcon512,215.915732,0.017085,0.189534
P256_Kyber512,P256_Falcon512,216.158795,0.016794,0.155058
P256_Kyber512,P256_Falcon512,215.630261,0.014186,0.159936
P256_Kyber512,P256_Falcon512,216.543804,0.009741,0.200189
P256_Kyber512,P256_Falcon512,215.939793,0.013471,0.189232
P256_Kyber512,P256_Falcon512,217.265042,0.017844,0.171699
P256_Kyber512,P256_Falcon512,216.268624,0.008854,0.176054
P256_Kyber512,P256_Falcon512,216.044895,0.013677,0.153641
P256_Kyber512,P256_Falcon512,216.162057,0.013826,0.151172
P256_Kyber512,P256_Falcon512,216.429284,0.015102,0.164517
P256_Kyber512,P256_Falcon512,215.839596,0.011206,0.176801
P256_Kyber512,P256_Falcon512,215.211395,0.012375,0.155218
P256_Kyber512,P256_Falcon512,216.037857,0.015771,0.153101
P256_Kyber512,P256_Falcon512,216.141845,0.014683,0.165236
P256_Kyber512,P256_Falcon512,215.552486,0.015743,0.159074
P256_Kyber512,P256_Falcon512,215.746449,0.012210,0.186349
P256_Kyber512,P256_Falcon512,215.922121,0.016499,0.158112
P256_Kyber512,P256_Falcon512,215.162358,0.016039,0.169295
P256_Kyber512,P256_Falcon512,216.271433,0.017209,0.163335
P256_Kyber512,P256_Falcon512,216.358130,0.013662,0.179218
P256_Kyber512,P256_Falcon512,215.842773,0.016704,0.169256
P256_Kyber512,P256_Falcon512,216.048932,0.020408,0.162028
P256_Kyber512,P256_Falcon512,216.178437,0.013937,0.171073
P256_Kyber512,P256_Falcon512,216.286873,0.013373,0.180967
P256_Kyber512,P256_Falcon512,216.121862,0.016874,0.253591
P256_Kyber512,P256_Falcon512,215.756443,0.013699,0.171019
P256_Kyber512,P256_Falcon512,215.999375,0.009583,0.188876
P256_Kyber512,P256_Falcon512,216.088954,0.016906,0.153513
P256_Kyber512,P256_Falcon512,215.937154,0.015012,0.178940
P256_Kyber512,P256_Falcon512,216.428070,0.015465,0.174712
P256_Kyber512,P256_Falcon512,215.755387,0.010651,0.177926
P256_Kyber512,P256_Falcon512,216.158175,0.016664,0.179423
P256_Kyber512,P256_Falcon512,215.588708,0.016709,0.153559
P256_Kyber512,P256_Falcon512,215.616770,0.016932,0.155521
P256_Kyber512,P256_Falcon512,216.189833,0.013603,0.176333
P256_Kyber512,P256_Falcon512,215.953022,0.012091,0.165619
P256_Kyber512,P256_Falcon512,215.865061,0.016212,0.241715
P256_Kyber512,P256_Falcon512,215.942826,0.014788,0.156853
P256_Kyber512,P256_Falcon512,216.271857,0.015315,0.151287
P256_Kyber512,P256_Falcon512,215.990887,0.012114,0.165950
P256_Kyber512,P256_Falcon512,215.557850,0.015908,0.204585
P256_Kyber512,P256_Falcon512,215.665965,0.014679,0.154195
P256_Kyber512,P256_Falcon512,216.458124,0.012532,0.235647
P256_Kyber512,P256_Falcon512,216.160683,0.014144,0.169130
P256_Kyber512,P256_Falcon512,215.546917,0.010871,0.183804
P256_Kyber512,P256_Falcon512,216.654891,0.013463,0.147698
P256_Kyber512,P256_Falcon512,216.029673,0.008748,0.179691
P256_Kyber512,P256_Falcon512,216.184932,0.018641,0.157873
P256_Kyber512,P256_Falcon512,216.070621,0.016857,0.178610
P256_Kyber512,P256_Falcon512,215.681719,0.013452,0.194391
P256_Kyber512,P256_Falcon512,215.709750,0.012877,0.174630
P256_Kyber512,P256_Falcon512,216.054900,0.015527,0.149150
P256_Kyber512,P256_Falcon512,216.089938,0.013343,0.191344
P256_Kyber512,P256_Falcon512,216.317477,0.016166,0.178143
P256_Kyber512,P256_Falcon512,215.551737,0.012830,0.182328
P256_Kyber512,P256_Falcon512,215.535052,0.014408,0.168126
P256_Kyber512,P256_Falcon512,215.994108,0.009249,0.153248
P256_Kyber512,P256_Falcon512,215.801204,0.014664,0.153502
P256_Kyber512,P256_Falcon512,215.945764,0.015417,0.156094
P256_Kyber512,P256_Falcon512,216.767461,0.014506,0.167847
P256_Kyber512,P256_Falcon512,215.694783,0.013914,0.177740
P256_Kyber512,P256_Falcon512,215.753955,0.016152,0.156161
P256_Kyber512,P256_Falcon512,216.321398,0.014782,0.163308
P256_Kyber512,P256_Falcon512,216.128298,0.015382,0.183197
P256_Kyber512,P256_Falcon512,215.589487,0.009426,0.179274
P256_Kyber512,P256_Falcon512,215.900086,0.016468,0.144496
P256_Kyber512,P256_Falcon512,215.466314,0.014512,0.462956
P256_Kyber512,P256_Falcon512,216.356940,0.015222,0.218539
P256_Kyber512,P256_Falcon512,215.412606,0.014708,0.171507
P256_Kyber512,P256_Falcon512,215.514418,0.013725,0.164284
P256_Kyber512,P256_Falcon512,216.895685,0.015185,0.146750
P256_Kyber512,P256_Falcon512,216.401067,0.012022,0.169229
P256_Kyber512,P256_Falcon512,215.342587,0.013210,0.160596
P256_Kyber512,P256_Falcon512,216.263734,0.014163,0.157460
P256_Kyber512,P256_Falcon512,216.443636,0.016781,0.173520
P256_Kyber512,P256_Falcon512,216.116453,0.011005,0.175137
P256_Kyber512,P256_Falcon512,215.544755,0.014133,0.175705
P256_Kyber512,P256_Falcon512,216.167980,0.017321,0.169381
P256_Kyber512,P256_Falcon512,216.262791,0.012075,0.164947
P256_Kyber512,P256_Falcon512,215.380032,0.012895,0.171372
P256_Kyber512,P256_Falcon512,215.275817,0.013208,0.163579
P256_Kyber512,P256_Falcon512,215.725278,0.011659,0.194224
P256_Kyber512,P256_Falcon512,216.342338,0.013254,0.198578
P256_Kyber512,P256_Falcon512,216.319330,0.017405,0.168053
P256_Kyber512,P256_Falcon512,216.436452,0.008771,0.179573
P256_Kyber512,P256_Falcon512,216.529928,0.009530,0.183112
P256_Kyber512,P256_Falcon512,216.009074,0.009034,0.178956
P256_Kyber512,P256_Falcon512,216.238117,0.013939,0.172428
P256_Kyber512,P256_Falcon512,216.297775,0.014995,0.171483
P256_Kyber512,P256_Falcon512,216.115856,0.016054,0.153912
P256_Kyber512,P256_Falcon512,216.469304,0.010781,0.163128
P256_Kyber512,P256_Falcon512,215.432755,0.011821,0.169971
P256_Kyber512,P256_Falcon512,216.043065,0.014362,0.183740
P256_Kyber512,P256_Falcon512,215.535208,0.011327,0.168127
P256_Kyber512,P256_Falcon512,215.801552,0.015875,0.162455
P256_Kyber512,P256_Falcon512,215.684210,0.024804,0.166193
P256_Kyber512,P256_Falcon512,215.774203,0.013432,0.154590
P256_Kyber512,P256_Falcon512,215.628922,0.012584,0.166677
P256_LightSaber_KEM,P256_Falcon512,216.528919,0.008989,0.239442
P256_LightSaber_KEM,P256_Falcon512,215.953882,0.015724,0.160600
P256_LightSaber_KEM,P256_Falcon512,216.548464,0.015714,0.184151
P256_LightSaber_KEM,P256_Falcon512,216.069308,0.011810,0.195748
P256_LightSaber_KEM,P256_Falcon512,216.067024,0.009327,0.185183
P256_LightSaber_KEM,P256_Falcon512,215.761437,0.013901,0.169740
P256_LightSaber_KEM,P256_Falcon512,215.874790,0.016624,0.167131
P256_LightSaber_KEM,P256_Falcon512,215.633564,0.012315,0.187118
P256_LightSaber_KEM,P256_Falcon512,215.085899,0.014795,0.173216
P256_LightSaber_KEM,P256_Falcon512,215.801180,0.012640,0.184654
P256_LightSaber_KEM,P256_Falcon512,215.804656,0.015422,0.155208
P256_LightSaber_KEM,P256_Falcon512,215.550991,0.015572,0.165395
P256_LightSaber_KEM,P256_Falcon512,215.905622,0.015309,0.171982
P256_LightSaber_KEM,P256_Falcon512,215.631753,0.013518,0.166180
P256_LightSaber_KEM,P256_Falcon512,215.912692,0.011486,0.174114
P256_LightSaber_KEM,P256_Falcon512,215.737995,0.019189,0.162219
