Algoritmo de troca de chaves,Algoritmo de autenticação,Time to send app data
P256_HQC_128,P256_Dilithium2,135.451843
P256_HQC_128,P256_Dilithium2,143.137474
P256_HQC_128,P256_Dilithium2,143.979189
P256_HQC_128,P256_Dilithium2,134.639932
P256_HQC_128,P256_Dilithium2,138.900084
P256_HQC_128,P256_Dilithium2,136.768978
P256_HQC_128,P256_Dilithium2,140.541974
P256_HQC_128,P256_Dilithium2,139.955071
P256_HQC_128,P256_Dilithium2,140.175846
P256_HQC_128,P256_Dilithium2,142.922467
P256_HQC_128,P256_Dilithium2,141.164454
P256_HQC_128,P256_Dilithium2,131.984061
P256_HQC_128,P256_Dilithium2,131.088097
P256_HQC_128,P256_Dilithium2,143.675776
P256_HQC_128,P256_Dilithium2,141.218816
P256_HQC_128,P256_Dilithium2,142.502968
P256_HQC_128,P256_Dilithium2,131.518442
P256_HQC_128,P256_Dilithium2,147.588392
P256_HQC_128,P256_Dilithium2,147.514956
P256_HQC_128,P256_Dilithium2,138.83911
P256_HQC_128,P256_Dilithium2,137.749415
P256_HQC_128,P256_Dilithium2,145.564736
P256_HQC_128,P256_Dilithium2,148.471306
P256_HQC_128,P256_Dilithium2,143.490231
P256_HQC_128,P256_Dilithium2,142.237819
P256_HQC_128,P256_Dilithium2,148.883239
P256_HQC_128,P256_Dilithium2,131.531933
P256_HQC_128,P256_Dilithium2,135.229061
P256_HQC_128,P256_Dilithium2,129.175702
P256_HQC_128,P256_Dilithium2,130.313562
P256_HQC_128,P256_Dilithium2,137.28982
P256_HQC_128,P256_Dilithium2,142.473366
P256_HQC_128,P256_Dilithium2,136.409417
P256_HQC_128,P256_Dilithium2,136.668521
P256_HQC_128,P256_Dilithium2,132.267344
P256_HQC_128,P256_Dilithium2,136.570924
P256_HQC_128,P256_Dilithium2,137.964109
P256_HQC_128,P256_Dilithium2,144.85317
P256_HQC_128,P256_Dilithium2,136.019747
P256_HQC_128,P256_Dilithium2,133.636676
P256_HQC_128,P256_Dilithium2,150.581317
P256_HQC_128,P256_Dilithium2,151.820403
P256_HQC_128,P256_Dilithium2,145.085959
P256_HQC_128,P256_Dilithium2,132.81632
P256_HQC_128,P256_Dilithium2,131.244987
P256_HQC_128,P256_Dilithium2,139.375872
P256_HQC_128,P256_Dilithium2,134.1741
P256_HQC_128,P256_Dilithium2,147.874663
P256_HQC_128,P256_Dilithium2,145.886641
P256_HQC_128,P256_Dilithium2,151.823732
P256_HQC_128,P256_Dilithium2,140.192327
P256_HQC_128,P256_Dilithium2,141.560548
P256_HQC_128,P256_Dilithium2,150.277211
P256_HQC_128,P256_Dilithium2,140.228567
P256_HQC_128,P256_Dilithium2,140.851048
P256_HQC_128,P256_Dilithium2,147.439604
P256_HQC_128,P256_Dilithium2,151.242399
P256_HQC_128,P256_Dilithium2,133.995807
P256_HQC_128,P256_Dilithium2,142.930264
P256_HQC_128,P256_Dilithium2,136.075943
P256_HQC_128,P256_Dilithium2,142.072892
P256_HQC_128,P256_Dilithium2,139.037544
P256_HQC_128,P256_Dilithium2,142.442487
P256_HQC_128,P256_Dilithium2,150.311242
P256_HQC_128,P256_Dilithium2,139.902387
P256_HQC_128,P256_Dilithium2,147.148344
P256_HQC_128,P256_Dilithium2,147.099702
P256_HQC_128,P256_Dilithium2,132.16487
P256_HQC_128,P256_Dilithium2,146.563603
P256_HQC_128,P256_Dilithium2,138.456713
P256_HQC_128,P256_Dilithium2,140.811361
P256_HQC_128,P256_Dilithium2,145.149689
P256_HQC_128,P256_Dilithium2,143.830435
P256_HQC_128,P256_Dilithium2,147.307541
P256_HQC_128,P256_Dilithium2,134.268364
P256_HQC_128,P256_Dilithium2,134.459493
P256_HQC_128,P256_Dilithium2,133.492465
P256_HQC_128,P256_Dilithium2,141.824953
P256_HQC_128,P256_Dilithium2,137.145379
P256_HQC_128,P256_Dilithium2,139.457431
P256_HQC_128,P256_Dilithium2,139.090111
P256_HQC_128,P256_Dilithium2,136.194039
P256_HQC_128,P256_Dilithium2,128.301427
P256_HQC_128,P256_Dilithium2,140.991123
P256_HQC_128,P256_Dilithium2,145.464895
P256_HQC_128,P256_Dilithium2,135.98198
P256_HQC_128,P256_Dilithium2,145.34094
P256_HQC_128,P256_Dilithium2,136.047434
P256_HQC_128,P256_Dilithium2,138.032036
P256_HQC_128,P256_Dilithium2,130.908546
P256_HQC_128,P256_Dilithium2,146.452787
P256_HQC_128,P256_Dilithium2,149.601954
P256_HQC_128,P256_Dilithium2,134.125417
P256_HQC_128,P256_Dilithium2,145.414049
P256_HQC_128,P256_Dilithium2,140.559596
P256_HQC_128,P256_Dilithium2,142.083276
P256_HQC_128,P256_Dilithium2,135.792422
P256_HQC_128,P256_Dilithium2,135.942088
P256_HQC_128,P256_Dilithium2,142.010982
P256_HQC_128,P256_Dilithium2,134.900748
P256_HQC_128,P256_Dilithium2,140.328432
P256_HQC_128,P256_Dilithium2,141.450653
P256_HQC_128,P256_Dilithium2,143.893494
P256_HQC_128,P256_Dilithium2,148.482141
P256_HQC_128,P256_Dilithium2,151.047764
P256_HQC_128,P256_Dilithium2,144.907254
P256_HQC_128,P256_Dilithium2,139.403408
P256_HQC_128,P256_Dilithium2,140.523392
P256_HQC_128,P256_Dilithium2,146.413807
P256_HQC_128,P256_Dilithium2,134.698338
P256_HQC_128,P256_Dilithium2,132.414085
P256_HQC_128,P256_Dilithium2,138.935578
P256_HQC_128,P256_Dilithium2,151.636908
P256_HQC_128,P256_Dilithium2,131.521098
P256_HQC_128,P256_Dilithium2,135.426032
P256_HQC_128,P256_Dilithium2,146.547588
P256_HQC_128,P256_Dilithium2,144.408219
P256_HQC_128,P256_Dilithium2,152.375994
P256_HQC_128,P256_Dilithium2,136.247668
P256_HQC_128,P256_Dilithium2,140.637215
P256_HQC_128,P256_Dilithium2,142.492137
P256_HQC_128,P256_Dilithium2,149.538009
P256_HQC_128,P256_Dilithium2,148.98938
P256_HQC_128,P256_Dilithium2,132.894612
P256_HQC_128,P256_Dilithium2,135.110482
P256_HQC_128,P256_Dilithium2,145.916044
P256_HQC_128,P256_Dilithium2,134.254569
P256_HQC_128,P256_Dilithium2,132.845877
P256_HQC_128,P256_Dilithium2,148.83651
P256_HQC_128,P256_Dilithium2,144.364855
P256_HQC_128,P256_Dilithium2,145.161212
P256_HQC_128,P256_Dilithium2,132.912087
P256_HQC_128,P256_Dilithium2,141.348521
P256_HQC_128,P256_Dilithium2,150.375783
P256_HQC_128,P256_Dilithium2,132.227482
P256_HQC_128,P256_Dilithium2,145.507103
P256_HQC_128,P256_Dilithium2,140.503516
P256_HQC_128,P256_Dilithium2,136.437758
P256_HQC_128,P256_Dilithium2,148.328237
P256_HQC_128,P256_Dilithium2,131.313033
P256_HQC_128,P256_Dilithium2,129.7615
P256_HQC_128,P256_Dilithium2,134.180188
P256_HQC_128,P256_Dilithium2,132.003343
P256_HQC_128,P256_Dilithium2,135.891848
P256_HQC_128,P256_Dilithium2,147.798197
P256_HQC_128,P256_Dilithium2,131.593432
P256_HQC_128,P256_Dilithium2,136.536838
P256_HQC_128,P256_Dilithium2,140.877339
P256_HQC_128,P256_Dilithium2,144.810758
P256_HQC_128,P256_Dilithium2,137.682628
P256_HQC_128,P256_Dilithium2,151.182224
P256_HQC_128,P256_Dilithium2,144.455853
P256_HQC_128,P256_Dilithium2,141.404321
P256_HQC_128,P256_Dilithium2,147.670538
P256_HQC_128,P256_Dilithium2,130.971189
P256_HQC_128,P256_Dilithium2,141.750047
P256_HQC_128,P256_Dilithium2,143.010336
P256_HQC_128,P256_Dilithium2,133.279267
P256_HQC_128,P256_Dilithium2,139.803437
P256_HQC_128,P256_Dilithium2,150.28649
P256_HQC_128,P256_Dilithium2,147.460206
P256_HQC_128,P256_Dilithium2,132.860378
P256_HQC_128,P256_Dilithium2,141.899261
P256_HQC_128,P256_Dilithium2,145.426248
P256_HQC_128,P256_Dilithium2,136.511107
P256_HQC_128,P256_Dilithium2,139.767995
P256_HQC_128,P256_Dilithium2,141.685342
P256_HQC_128,P256_Dilithium2,147.899861
P256_HQC_128,P256_Dilithium2,131.734317
P256_HQC_128,P256_Dilithium2,140.382041
P256_HQC_128,P256_Dilithium2,132.552265
P256_HQC_128,P256_Dilithium2,134.131761
P256_HQC_128,P256_Dilithium2,148.448957
P256_HQC_128,P256_Dilithium2,142.468547
P256_HQC_128,P256_Dilithium2,137.721531
P256_HQC_128,P256_Dilithium2,131.74639
P256_HQC_128,P256_Dilithium2,137.753574
P256_HQC_128,P256_Dilithium2,131.644745
P256_HQC_128,P256_Dilithium2,141.46435
P256_HQC_128,P256_Dilithium2,141.222683
P256_HQC_128,P256_Dilithium2,135.622183
P256_HQC_128,P256_Dilithium2,142.536694
P256_HQC_128,P256_Dilithium2,143.925641
P256_HQC_128,P256_Dilithium2,141.361223
P256_HQC_128,P256_Dilithium2,140.054584
P256_HQC_128,P256_Dilithium2,147.063862
P256_HQC_128,P256_Dilithium2,149.025683
P256_HQC_128,P256_Dilithium2,143.857615
P256_HQC_128,P256_Dilithium2,143.071603
P256_HQC_128,P256_Dilithium2,146.073705
P256_HQC_128,P256_Dilithium2,148.601314
P256_HQC_128,P256_Dilithium2,132.518451
P256_HQC_128,P256_Dilithium2,141.103948
P256_HQC_128,P256_Dilithium2,133.686555
P256_HQC_128,P256_Dilithium2,142.90573
P256_HQC_128,P256_Dilithium2,136.172343
P256_HQC_128,P256_Dilithium2,132.385931
P256_HQC_128,P256_Dilithium2,141.772436
