algo,timingFullProtocol,timingSendAppData,timingProcessServerHello,timingWriteClientHello,timingWriteKEMCiphertext
Kyber512,433.492560,218.281339,0.019590,0.116234,0.019590
Kyber512,433.650728,218.435795,0.014410,0.122830,0.014410
Kyber512,432.747611,217.483631,0.017815,0.128503,0.017815
Kyber512,431.031318,216.588094,0.015863,0.123099,0.015863
Kyber512,432.701767,217.573193,0.014248,0.130379,0.014248
Kyber512,431.900577,217.066066,0.015126,0.142123,0.015126
Kyber512,432.319850,217.162043,0.016959,0.139081,0.016959
Kyber512,432.612068,217.377684,0.012586,0.134490,0.012586
Kyber512,432.996480,217.542566,0.014574,0.122590,0.014574
Kyber512,430.769893,216.346319,0.012808,0.129616,0.012808
Kyber512,432.815121,217.867408,0.015750,0.162406,0.015750
Kyber512,433.091257,218.091877,0.013839,0.127142,0.013839
Kyber512,433.241610,218.214589,0.014147,0.213606,0.014147
Kyber512,433.321459,218.217463,0.013098,0.117336,0.013098
Kyber512,431.659067,216.913787,0.014998,0.159846,0.014998
Kyber512,431.349469,217.251181,0.013104,0.119740,0.013104
Kyber512,432.881266,217.989209,0.014238,0.144567,0.014238
Kyber512,432.453108,217.643295,0.017095,0.144078,0.017095
Kyber512,434.081579,218.652595,0.010678,0.132028,0.010678
Kyber512,431.973965,217.129033,0.015294,0.174911,0.015294
Kyber512,432.445033,217.740028,0.017768,0.158260,0.017768
Kyber512,432.242556,217.139156,0.015982,0.116613,0.015982
Kyber512,431.838817,217.399179,0.015559,0.123842,0.015559
Kyber512,432.557895,217.302366,0.018271,0.135743,0.018271
Kyber512,432.596962,217.262657,0.014307,0.150358,0.014307
Kyber512,431.518464,216.762150,0.012069,0.155241,0.012069
Kyber512,431.264020,216.698786,0.013383,0.155662,0.013383
Kyber512,433.444449,218.354443,0.013542,0.132596,0.013542
Kyber512,432.910192,217.425136,0.014347,0.121158,0.014347
Kyber512,432.979395,217.483291,0.013193,0.152942,0.013193
Kyber512,434.005183,218.533823,0.010087,0.132408,0.010087
Kyber512,431.854172,217.430461,0.014719,0.121702,0.014719
Kyber512,432.546954,217.774359,0.013602,0.123801,0.013602
Kyber512,433.026355,217.494978,0.011608,0.163639,0.011608
Kyber512,432.661436,217.421736,0.013747,0.122158,0.013747
Kyber512,434.171276,218.643961,0.020863,0.125087,0.020863
Kyber512,433.466113,217.716716,0.015430,0.127190,0.015430
Kyber512,433.805765,218.488632,0.012733,0.126651,0.012733
Kyber512,431.530882,216.828820,0.016462,0.113864,0.016462
Kyber512,432.624860,217.435268,0.010335,0.124068,0.010335
Kyber512,432.301902,217.107246,0.016768,0.144997,0.016768
Kyber512,431.451277,217.266178,0.012350,0.121094,0.012350
Kyber512,432.116690,217.122849,0.019877,0.124181,0.019877
Kyber512,432.635019,217.254412,0.015787,0.127032,0.015787
Kyber512,432.838616,217.462244,0.013785,0.220428,0.013785
Kyber512,432.344312,217.249394,0.009947,0.123582,0.009947
Kyber512,433.550718,217.786158,0.012600,0.128869,0.012600
Kyber512,433.478653,218.390163,0.018332,0.154335,0.018332
Kyber512,431.362523,216.667738,0.011143,0.135440,0.011143
Kyber512,433.511178,217.833017,0.013675,0.131030,0.013675
Kyber512,432.957867,218.147583,0.013278,0.135687,0.013278
Kyber512,432.676208,217.229849,0.013779,0.122443,0.013779
Kyber512,432.320819,217.164212,0.014238,0.120874,0.014238
Kyber512,431.816526,216.994658,0.014332,0.136687,0.014332
Kyber512,432.619772,217.791978,0.016097,0.122894,0.016097
Kyber512,432.663518,217.415268,0.014057,0.124998,0.014057
Kyber512,433.647578,218.492258,0.012424,0.147500,0.012424
Kyber512,433.485502,218.300999,0.010715,0.129181,0.010715
Kyber512,431.528705,216.762388,0.016124,0.137385,0.016124
Kyber512,432.733738,217.906031,0.009646,0.124633,0.009646
Kyber512,432.644488,217.885838,0.009700,0.117977,0.009700
Kyber512,431.200161,216.578620,0.014524,0.132210,0.014524
Kyber512,433.440218,218.223590,0.013012,0.128472,0.013012
Kyber512,433.273864,217.757387,0.015048,0.134060,0.015048
Kyber512,432.132088,217.416004,0.016939,0.140738,0.016939
Kyber512,433.353879,218.133341,0.017704,0.130850,0.017704
Kyber512,432.189295,217.115829,0.015558,0.149100,0.015558
Kyber512,433.044286,217.622235,0.013761,0.127773,0.013761
Kyber512,432.464244,217.300519,0.012395,0.127115,0.012395
Kyber512,432.446403,217.750775,0.012975,0.123795,0.012975
Kyber512,433.301544,218.134477,0.013329,0.144206,0.013329
Kyber512,430.942889,216.644491,0.011293,0.207622,0.011293
Kyber512,432.061476,217.097332,0.013071,0.137764,0.013071
Kyber512,432.252328,217.134690,0.012762,0.158157,0.012762
Kyber512,431.916173,217.021538,0.011395,0.142972,0.011395
Kyber512,432.037501,217.574792,0.010364,0.147803,0.010364
Kyber512,433.249145,218.147533,0.010775,0.135342,0.010775
Kyber512,432.018295,216.770730,0.015706,0.147258,0.015706
Kyber512,432.237556,217.224831,0.010478,0.143255,0.010478
Kyber512,432.721499,217.914892,0.013832,0.131453,0.013832
Kyber512,432.455544,217.092426,0.014045,0.131644,0.014045
Kyber512,431.708283,216.940734,0.017530,0.129883,0.017530
Kyber512,431.641828,216.895589,0.014738,0.231227,0.014738
Kyber512,433.653820,218.432363,0.016017,0.122767,0.016017
Kyber512,431.524298,216.802033,0.011036,0.135678,0.011036
Kyber512,432.407585,217.831226,0.015013,0.146757,0.015013
Kyber512,430.773928,216.398904,0.012395,0.122055,0.012395
Kyber512,432.894503,217.985164,0.015902,0.119081,0.015902
Kyber512,433.471003,218.332638,0.011769,0.142207,0.011769
Kyber512,432.023197,217.029462,0.014338,0.118319,0.014338
Kyber512,432.385414,217.215157,0.013592,0.126658,0.013592
Kyber512,431.188947,216.635407,0.018435,0.126626,0.018435
Kyber512,432.686701,217.454522,0.012764,0.123137,0.012764
Kyber512,432.971500,218.099620,0.019076,0.118791,0.019076
Kyber512,433.301995,218.191744,0.012725,0.126558,0.012725
Kyber512,431.737039,216.908503,0.019909,0.147277,0.019909
Kyber512,433.542060,218.428609,0.015341,0.163738,0.015341
Kyber512,432.349820,217.122280,0.012193,0.120282,0.012193
Kyber512,433.935124,218.375968,0.017736,0.117415,0.017736
Kyber512,432.117479,217.089502,0.015797,0.130754,0.015797
Kyber512,431.436685,216.740964,0.015631,0.134731,0.015631
Kyber512,433.462177,217.785479,0.013206,0.129456,0.013206
Kyber512,432.171841,217.591649,0.014401,0.130770,0.014401
Kyber512,432.701218,217.331535,0.016234,0.139843,0.016234
Kyber512,432.708634,217.465234,0.011688,0.143839,0.011688
Kyber512,433.337104,218.198158,0.013986,0.125838,0.013986
Kyber512,432.422625,217.258694,0.010706,0.139362,0.010706
Kyber512,433.953687,218.858258,0.013793,0.249681,0.013793
Kyber512,432.411145,217.228563,0.039837,0.142113,0.039837
Kyber512,432.001996,217.074771,0.015385,0.139618,0.015385
Kyber512,431.394211,216.710378,0.013055,0.119313,0.013055
Kyber512,432.652378,217.847330,0.016511,0.131578,0.016511
Kyber512,432.647339,217.346899,0.013198,0.128688,0.013198
Kyber512,433.792939,218.488427,0.009558,0.137547,0.009558
Kyber512,433.041515,217.552230,0.014217,0.120249,0.014217
Kyber512,432.079561,217.119490,0.014471,0.141737,0.014471
Kyber512,431.849704,217.540539,0.013812,0.124114,0.013812
Kyber512,432.616298,217.869440,0.012470,0.148309,0.012470
Kyber512,431.662459,216.892161,0.014425,0.126274,0.014425
Kyber512,432.681088,217.421245,0.019308,0.132632,0.019308
Kyber512,433.476261,218.308980,0.013700,0.131984,0.013700
Kyber512,431.569470,216.799508,0.014718,0.131421,0.014718
Kyber512,434.065190,218.595399,0.010238,0.130933,0.010238
Kyber512,432.668887,217.282116,0.017234,0.108843,0.017234
Kyber512,432.429456,217.203104,0.010736,0.134630,0.010736
Kyber512,430.787223,216.479956,0.013564,0.139260,0.013564
Kyber512,431.640039,217.413038,0.015430,0.124143,0.015430
Kyber512,432.107460,217.056967,0.015682,0.122761,0.015682
Kyber512,433.355141,218.258209,0.012840,0.139874,0.012840
Kyber512,433.107224,217.623253,0.011161,0.128656,0.011161
Kyber512,432.757731,217.962812,0.013171,0.135495,0.013171
Kyber512,433.570330,218.365618,0.012125,0.120505,0.012125
Kyber512,432.270810,217.236744,0.011886,0.147823,0.011886
Kyber512,433.298298,218.185380,0.013323,0.144440,0.013323
Kyber512,432.687340,217.330050,0.015644,0.121096,0.015644
Kyber512,434.700301,219.112273,0.015498,0.123592,0.015498
Kyber512,431.910473,217.037435,0.018576,0.138858,0.018576
Kyber512,433.009099,217.659561,0.014563,0.149530,0.014563
Kyber512,432.389133,217.171683,0.019035,0.122221,0.019035
Kyber512,433.550759,218.273274,0.015585,0.122073,0.015585
Kyber512,432.082564,217.188522,0.020444,0.170156,0.020444
Kyber512,431.957810,217.598670,0.014482,0.121061,0.014482
Kyber512,431.705464,216.855549,0.013441,0.118354,0.013441
Kyber512,432.862760,217.459219,0.014658,0.131428,0.014658
Kyber512,432.072692,217.064462,0.013197,0.135273,0.013197
Kyber512,432.926731,218.190274,0.014832,0.133219,0.014832
Kyber512,434.224779,218.679721,0.014278,0.139222,0.014278
Kyber512,432.536352,217.444604,0.013755,0.146132,0.013755
Kyber512,431.994930,216.982122,0.043191,0.122770,0.043191
Kyber512,433.610887,218.175183,0.012362,0.153199,0.012362
Kyber512,433.614174,218.385657,0.016898,0.139836,0.016898
Kyber512,433.823040,218.473942,0.011225,0.117497,0.011225
Kyber512,432.062917,217.109334,0.017311,0.146177,0.017311
Kyber512,432.280227,217.675695,0.017048,0.124866,0.017048
Kyber512,432.594146,217.754723,0.016351,0.136318,0.016351
Kyber512,432.949636,218.043049,0.015158,0.111616,0.015158
Kyber512,431.597431,216.908866,0.016434,0.123256,0.016434
Kyber512,431.429415,216.751772,0.016574,0.131044,0.016574
Kyber512,433.740329,218.431315,0.013186,0.120940,0.013186
Kyber512,433.347739,218.182057,0.018017,0.115838,0.018017
Kyber512,431.387286,216.731385,0.016193,0.118301,0.016193
Kyber512,432.155925,217.121281,0.014450,0.126995,0.014450
Kyber512,431.404941,216.759419,0.016589,0.169232,0.016589
Kyber512,433.289704,218.245555,0.014030,0.139937,0.014030
Kyber512,433.295231,218.329978,0.009933,0.219932,0.009933
Kyber512,432.360168,217.242826,0.017295,0.120806,0.017295
Kyber512,432.943754,218.028549,0.015617,0.145218,0.015617
Kyber512,431.907414,216.923112,0.016105,0.120227,0.016105
Kyber512,432.414842,217.687681,0.010486,0.131450,0.010486
Kyber512,433.039533,218.065572,0.010748,0.117784,0.010748
Kyber512,433.407933,218.365495,0.014074,0.122850,0.014074
Kyber512,431.253089,216.621667,0.015237,0.112585,0.015237
Kyber512,436.705173,221.786073,0.017722,0.130985,0.017722
Kyber512,432.860829,217.523500,0.015579,0.150253,0.015579
Kyber512,433.669785,218.458925,0.014491,0.127454,0.014491
Kyber512,432.085356,217.103579,0.014935,0.144627,0.014935
Kyber512,859.063908,644.427105,0.014487,0.127386,0.014487
Kyber512,433.615021,218.200740,0.017926,0.118467,0.017926
Kyber512,432.473735,217.259708,0.014984,0.133922,0.014984
Kyber512,431.584741,216.804473,0.013784,0.124196,0.013784
Kyber512,432.334903,217.104743,0.011422,0.130916,0.011422
Kyber512,432.862589,217.554271,0.013513,0.132867,0.013513
Kyber512,432.170566,217.193569,0.010984,0.309415,0.010984
Kyber512,431.870348,216.969173,0.016019,0.122761,0.016019
Kyber512,431.736913,216.775608,0.010951,0.118691,0.010951
Kyber512,432.975003,217.438766,0.011101,0.126543,0.011101
Kyber512,432.587818,217.334260,0.013333,0.134237,0.013333
Kyber512,431.895461,217.064075,0.014788,0.136408,0.014788
Kyber512,434.157727,218.723233,0.016123,0.128618,0.016123
Kyber512,431.388384,216.768096,0.013777,0.119551,0.013777
Kyber512,433.202199,218.179600,0.016559,0.144885,0.016559
Kyber512,432.611453,217.820708,0.015675,0.114221,0.015675
Kyber512,433.124994,218.115640,0.013910,0.144808,0.013910
Kyber512,432.965119,218.172315,0.013009,0.177598,0.013009
Kyber512,433.331456,217.814883,0.014720,0.141258,0.014720
Kyber512,431.896651,216.998758,0.015812,0.121530,0.015812
Kyber512,433.117951,217.567573,0.018264,0.120425,0.018264
Kyber512,432.467995,217.332598,0.015351,0.170971,0.015351
Kyber512,433.011044,217.998633,0.016066,0.140844,0.016066
Kyber512,432.391784,217.205348,0.015996,0.131325,0.015996
Kyber512,432.414771,217.767125,0.010057,0.121085,0.010057
Kyber512,432.279280,217.238333,0.013805,0.154344,0.013805
Kyber512,432.785371,217.897493,0.034612,0.120454,0.034612
Kyber512,433.370565,218.215268,0.017503,0.123941,0.017503
Kyber512,431.780100,216.944336,0.011007,0.138448,0.011007
Kyber512,433.336828,218.168145,0.014148,0.142976,0.014148
Kyber512,434.101165,218.611620,0.016009,0.124197,0.016009
Kyber512,433.214325,218.112366,0.013770,0.127449,0.013770
Kyber512,433.187880,217.584994,0.012412,0.134981,0.012412
Kyber512,432.479828,217.256434,0.011745,0.137379,0.011745
Kyber512,434.013227,218.527499,0.015906,0.128121,0.015906
Kyber512,432.900541,218.005230,0.012347,0.124901,0.012347
Kyber512,431.702257,217.414907,0.014213,0.127086,0.014213
Kyber512,432.150052,217.153973,0.011016,0.117489,0.011016
Kyber512,431.277663,216.659486,0.016720,0.139886,0.016720
Kyber512,431.256188,216.629062,0.012047,0.137645,0.012047
Kyber512,432.433896,217.298479,0.016617,0.200901,0.016617
Kyber512,431.852656,217.108389,0.011924,0.359774,0.011924
Kyber512,433.170933,218.121815,0.012478,0.137672,0.012478
Kyber512,431.970905,216.967424,0.013913,0.142392,0.013913
Kyber512,432.895070,217.349592,0.009810,0.120980,0.009810
Kyber512,433.222033,217.670477,0.009433,0.138480,0.009433
Kyber512,433.519692,218.469628,0.016792,0.143345,0.016792
Kyber512,431.987172,217.067274,0.017942,0.130910,0.017942
Kyber512,432.045748,216.951290,0.016486,0.138454,0.016486
Kyber512,432.756240,218.001549,0.013219,0.125899,0.013219
Kyber512,433.166694,217.581313,0.016442,0.157047,0.016442
Kyber512,432.752732,217.996295,0.011947,0.125160,0.011947
Kyber512,433.617483,217.930472,0.016306,0.134698,0.016306
Kyber512,432.197822,217.180812,0.013395,0.143182,0.013395
Kyber512,432.825642,217.392929,0.016894,0.130079,0.016894
Kyber512,431.403465,216.690221,0.016713,0.138225,0.016713
Kyber512,433.144094,218.123835,0.017557,0.145487,0.017557
Kyber512,432.899215,217.374064,0.012392,0.134878,0.012392
Kyber512,431.987816,217.023041,0.012570,0.127607,0.012570
Kyber512,431.762672,216.921117,0.017678,0.127502,0.017678
Kyber512,433.322844,218.198978,0.012825,0.138974,0.012825
Kyber512,433.390031,218.189783,0.009498,0.128051,0.009498
Kyber512,433.027359,218.105625,0.018886,0.132189,0.018886
Kyber512,433.451744,218.081871,0.015038,0.128914,0.015038
Kyber512,432.636024,217.290088,0.016012,0.132456,0.016012
Kyber512,433.691190,218.331875,0.014114,0.118380,0.014114
Kyber512,432.841332,217.523224,0.015984,0.146547,0.015984
Kyber512,433.134106,218.188176,0.012566,0.122023,0.012566
Kyber512,432.395219,217.636504,0.016803,0.121652,0.016803
Kyber512,433.819583,218.538336,0.011905,0.125508,0.011905
Kyber512,432.350588,217.288306,0.017234,0.143661,0.017234
Kyber512,433.035489,217.352828,0.016515,0.139197,0.016515
Kyber512,432.157870,216.975577,0.017576,0.144788,0.017576
Kyber512,432.132963,217.075162,0.017356,0.179482,0.017356
Kyber512,432.201375,217.181885,0.010987,0.152990,0.010987
Kyber512,434.072912,218.558408,0.012283,0.117257,0.012283
Kyber512,432.018833,217.040157,0.017650,0.130457,0.017650
Kyber512,432.696546,217.404286,0.009953,0.131370,0.009953
Kyber512,433.668296,218.405224,0.010091,0.149969,0.010091
Kyber512,432.808482,217.958007,0.009456,0.142732,0.009456
